packet_id,timestep,routing_mode,src,dst,path,hop_count,end_to_end_latency_ms,base_latency_ms,queuing_delay_ms,path_loss_prob,delivered,demand_gbps,size_bytes,bottleneck_avail_bw_gbps,max_congestion
1586,32,rl_agent,6,12,"[6, 11, 12]",2,13.83040340322437,13.25,0.5804034032243699,0.0,True,0.05,1500,6.314353615593102,0.3685646384406898
1587,32,rl_agent,6,3,"[6, 5, 2, 0, 3]",4,34.0729944883037,31.5,2.5729944883036993,0.0,True,0.05,1500,3.6933995310174925,0.6306600468982507
1588,32,rl_agent,8,13,"[8, 9, 13]",2,10.685108590264043,9.5,1.1851085902640435,0.0,True,0.05,1500,3.9970827684727954,0.6002917231527205
1589,32,rl_agent,8,12,"[8, 12]",1,4.920113652923957,4.5,0.4201136529239573,0.0,True,0.05,1500,5.4341113014798665,0.45658886985201336
1590,32,rl_agent,8,0,"[8, 3, 0]",2,19.443400333648675,17.5,1.9434003336486754,0.0,True,0.05,1500,3.182573462795964,0.6817426537204037
1591,32,rl_agent,7,5,"[7, 1, 2, 5]",3,30.52559966777016,29.25,1.2755996677701589,0.0,True,0.05,1500,4.660759240047804,0.5339240759952195
1592,32,rl_agent,8,3,"[8, 3]",1,13.096131761755165,12.0,1.0961317617551654,0.0,True,0.05,1500,3.132573462795964,0.6867426537204036
1593,32,rl_agent,12,1,"[12, 7, 1]",2,21.47590805950491,20.75,0.7259080595049099,0.0,True,0.05,1500,5.1534731445927395,0.48465268554072605
1594,32,rl_agent,12,6,"[12, 7, 1, 2, 5, 6]",5,43.229981826881236,41.0,2.229981826881236,0.0,True,0.05,1500,4.321774834327969,0.5678225165672031
1595,32,rl_agent,9,0,"[9, 4, 3, 0]",3,21.6098575799971,19.5,2.109857579997101,0.0,True,0.05,1500,3.328208454385236,0.6671791545614764
1596,32,rl_agent,9,3,"[9, 4, 3]",2,15.246496206389896,14.0,1.2464962063898959,0.0,True,0.05,1500,3.2782084543852363,0.6721791545614764
1597,32,rl_agent,5,4,"[5, 4]",1,4.392099855896304,3.75,0.642099855896304,0.0,True,0.05,1500,4.377900911366519,0.5622099088633481
1598,32,rl_agent,3,12,"[3, 8, 12]",2,18.050679725194783,16.5,1.550679725194783,0.0,True,0.05,1500,3.0825734627959642,0.6917426537204036
1599,32,rl_agent,10,1,"[10, 5, 2, 0, 1]",4,36.53826626618097,34.0,2.538266266180969,0.0,True,0.05,1500,3.3170544486590954,0.6682945551340904
1600,33,rl_agent,3,5,"[3, 4, 5]",2,7.373827067321576,6.75,0.6238270673215762,0.0,True,0.05,1500,5.301430088720625,0.46985699112793744
1601,33,rl_agent,8,6,"[8, 9, 4, 5, 6]",4,28.09685152744573,25.75,2.346851527445729,0.0,True,0.05,1500,3.1113419021795634,0.6888658097820437
1602,33,rl_agent,4,9,"[4, 9]",1,12.133270689706427,11.0,1.1332706897064266,0.0,True,0.05,1500,3.0613419021795636,0.6938658097820436
1603,33,rl_agent,11,9,"[11, 12, 7, 8, 9]",4,15.979037630677883,14.4,1.5790376306778828,0.0,True,0.05,1500,3.671309652961238,0.6328690347038762
1604,33,rl_agent,11,2,"[11, 6, 5, 2]",3,29.219623424106928,28.0,1.2196234241069277,0.0,True,0.05,1500,4.864955177068985,0.5135044822931014
1605,33,rl_agent,12,3,"[12, 7, 1, 0, 3]",4,34.0963873163699,32.75,1.3463873163698992,0.0,True,0.05,1500,4.976290474226866,0.5023709525773133
1606,33,rl_agent,6,10,"[6, 11, 10]",2,14.951877015529636,13.5,1.4518770155296359,0.0,True,0.05,1500,3.1080942973100267,0.6891905702689973
1607,33,rl_agent,3,4,"[3, 4]",1,3.1853504066698672,3.0,0.18535040666986724,0.0,True,0.05,1500,7.2955380945859645,0.2704461905414036
1608,33,rl_agent,10,4,"[10, 5, 4]",2,12.035896357874773,11.25,0.7858963578747726,0.0,True,0.05,1500,5.201430088720626,0.47985699112793745
1609,33,rl_agent,7,2,"[7, 1, 2]",2,19.092596474199105,18.75,0.3425964741991052,0.0,True,0.05,1500,6.658504319945609,0.33414956800543905
1610,33,rl_agent,12,1,"[12, 7, 1]",2,21.211415983433007,20.75,0.4614159834330067,0.0,True,0.05,1500,6.6085043199456095,0.33914956800543905
1611,33,rl_agent,12,6,"[12, 7, 1, 2, 5, 6]",5,42.468943601913224,41.0,1.4689436019132245,0.0,True,0.05,1500,4.814955177068986,0.5185044822931014
1612,33,rl_agent,4,0,"[4, 3, 0]",2,9.205042352503007,8.5,0.705042352503007,0.0,True,0.05,1500,4.9262904742268665,0.5073709525773133
1613,33,rl_agent,11,3,"[11, 6, 5, 2, 0, 3]",5,45.90186316204237,43.0,2.9018631620423676,0.0,True,0.05,1500,3.112975553180653,0.6887024446819348
1614,33,rl_agent,10,8,"[10, 11, 10]",2,6.324363870156082,4.0,2.3243638701560823,0.0,False,0.05,1500,3.008094297310027,0.6991905702689973
1615,33,rl_agent,4,9,"[4, 9]",1,12.16038934216705,11.0,1.1603893421670506,0.0,True,0.05,1500,3.0113419021795638,0.6988658097820436
1616,33,rl_agent,5,1,"[5, 2, 0, 1]",3,28.415213954632232,26.5,1.9152139546322324,0.0,True,0.05,1500,3.062975553180653,0.6937024446819346
1617,33,rl_agent,7,12,"[7, 12]",1,5.964892471897531,5.75,0.2148924718975307,0.0,True,0.05,1500,6.994058822200991,0.3005941177799009
1618,33,rl_agent,0,2,"[0, 2]",1,10.659489070437939,9.5,1.1594890704379388,0.0,True,0.05,1500,3.0129755531806532,0.6987024446819347
1619,33,rl_agent,2,11,"[2, 5, 10, 11]",3,21.907826589274098,20.0,1.907826589274098,3.9024175954249785e-05,True,0.05,1500,2.9580942973100273,0.7041905702689972
1620,33,rl_agent,11,0,"[11, 6, 5, 2, 0]",4,39.99957700169044,37.5,2.49957700169044,3.0462436939493465e-05,True,0.05,1500,2.9629755531806534,0.7037024446819347
1621,33,rl_agent,3,11,"[3, 4, 5, 10, 11]",4,18.473268706981465,16.25,2.2232687069814645,0.00018770351526531392,True,0.05,1500,2.9080942973100274,0.7091905702689972
1622,33,rl_agent,5,11,"[5, 10, 11]",2,11.0949572280919,9.5,1.5949572280919,0.00044749396568743993,True,0.05,1500,2.8580942973100276,0.7141905702689972
1623,33,rl_agent,11,8,"[11, 10, 11]",2,6.625691844456881,4.0,2.625691844456881,0.002599125338243913,False,0.05,1500,2.758094297310028,0.7241905702689972
1624,33,rl_agent,6,3,"[6, 5, 2, 0, 3]",4,34.22632798952889,31.5,2.7263279895288903,0.0001682945409825498,True,0.05,1500,2.9129755531806536,0.7087024446819347
1625,33,rl_agent,9,11,"[9, 8, 12, 11]",3,12.283556539346465,11.25,1.0335565393464652,0.0,True,0.05,1500,5.001145435630296,0.49988545643697047
1626,33,rl_agent,9,0,"[9, 4, 3, 0]",3,21.434998619802606,19.5,1.934998619802606,3.320996726874359e-05,True,0.05,1500,2.961341902179564,0.7038658097820436
1627,33,rl_agent,8,4,"[8, 7, 1, 2, 5, 4]",5,37.038088663416886,34.9,2.1380886634168874,0.0,True,0.05,1500,3.621309652961238,0.6378690347038762
1628,33,rl_agent,3,11,"[3, 4, 5, 10, 11]",4,18.64355383312024,16.25,2.39355383312024,0.0018935319836206332,True,0.05,1500,2.708094297310028,0.7291905702689971
1629,33,rl_agent,8,4,"[8, 7, 1, 2, 5, 4]",5,37.09493220939853,34.9,2.19493220939853,0.0,True,0.05,1500,3.5713096529612383,0.6428690347038761
1630,33,rl_agent,3,11,"[3, 4, 5, 10, 11]",4,18.71060966341124,16.25,2.4606096634112404,0.0025977668784872288,True,0.05,1500,2.6580942973100283,0.7341905702689971
1631,33,rl_agent,6,2,"[6, 5, 2]",2,17.51058032400574,16.5,1.0105803240057405,0.0,True,0.05,1500,4.614955177068986,0.5385044822931013
1632,33,rl_agent,0,5,"[0, 3, 4, 5]",3,13.542763865470587,12.25,1.2927638654705866,0.0,True,0.05,1500,4.726290474226867,0.5273709525773133
1633,33,rl_agent,4,6,"[4, 5, 6]",2,10.87592494799496,9.75,1.1259249479949602,0.0,True,0.05,1500,4.5649551770689865,0.5435044822931013
1634,33,rl_agent,6,3,"[6, 5, 2, 0, 3]",4,34.35891165544188,31.5,2.8589116554418794,0.000417237756136668,True,0.05,1500,2.8629755531806538,0.7137024446819347
1635,33,rl_agent,3,0,"[3, 0]",1,6.080779520407349,5.5,0.5807795204073489,0.0,True,0.05,1500,4.626290474226868,0.5373709525773133
1636,33,rl_agent,3,5,"[3, 4, 5]",2,7.5112430381960715,6.75,0.7612430381960715,0.0,True,0.05,1500,4.801430088720627,0.5198569911279373
1637,33,rl_agent,11,12,"[11, 12]",1,2.0070140297994015,1.75,0.25701402979940147,0.0,True,0.05,1500,6.6048974037177794,0.33951025962822207
1638,33,rl_agent,8,9,"[8, 9]",1,5.288629897448502,5.0,0.2886298974485024,0.0,True,0.05,1500,6.34010962071914,0.36598903792808596
1639,33,rl_agent,3,4,"[3, 4]",1,3.225106573470423,3.0,0.22510657347042295,0.0,True,0.05,1500,6.895538094585966,0.31044619054140343
1640,33,rl_agent,4,3,"[4, 3]",1,3.2304027719828814,3.0,0.2304027719828814,0.0,True,0.05,1500,6.845538094585965,0.31544619054140344
1641,33,rl_agent,3,1,"[3, 0, 1]",2,13.005370627977722,12.0,1.0053706279777224,0.0,True,0.05,1500,4.576290474226868,0.5423709525773133
1642,33,rl_agent,0,6,"[0, 3, 4, 5, 6]",4,20.262581075463913,18.25,2.0125810754639133,0.0,True,0.05,1500,4.464955177068987,0.5535044822931013
1643,33,rl_agent,5,9,"[5, 6, 5]",2,13.290974269915614,12.0,1.2909742699156137,0.0,False,0.05,1500,4.364955177068987,0.5635044822931012
1644,33,rl_agent,3,2,"[3, 0, 2]",2,16.894473554929917,15.0,1.8944735549299168,0.0007772920824018481,True,0.05,1500,2.812975553180654,0.7187024446819346
1645,33,rl_agent,1,11,"[1, 2, 5, 10, 11]",4,26.085337534050666,23.75,2.335337534050666,0.003413112884464886,True,0.05,1500,2.6080942973100285,0.7391905702689971
1646,33,rl_agent,5,12,"[5, 10, 11, 12]",3,13.342506827820944,11.25,2.0925068278209444,0.004339570001553716,True,0.05,1500,2.5580942973100287,0.7441905702689972
1647,33,rl_agent,3,5,"[3, 4, 5]",2,7.554736901050581,6.75,0.8047369010505809,0.0,True,0.05,1500,4.7014300887206275,0.5298569911279373
1648,33,rl_agent,6,8,"[6, 5, 4, 9, 8]",4,28.49601861485651,25.75,2.74601861485651,0.00017467240686974694,True,0.05,1500,2.911341902179564,0.7088658097820436
1649,33,rl_agent,3,7,"[3, 8, 7]",2,15.34336188846407,13.9,1.4433618884640698,0.0,True,0.05,1500,3.5213096529612384,0.6478690347038761
1650,34,rl_agent,1,2,"[1, 2]",1,3.8925060207020055,3.75,0.14250602070200546,0.0,True,0.05,1500,7.7820282439329915,0.2217971756067009
1651,34,rl_agent,7,1,"[7, 1]",1,15.244081704475756,15.0,0.2440817044757555,0.0,True,0.05,1500,6.719692165422569,0.32803078345774306
1652,34,rl_agent,11,8,"[11, 10, 11]",2,7.118553348855178,4.0,3.118553348855178,0.0144867787068228,False,0.05,1500,2.4280370200326944,0.7571962979967306
1653,34,rl_agent,7,9,"[7, 8, 9]",2,7.724894235056036,6.9,0.8248942350560355,0.0,True,0.05,1500,5.007799644442804,0.4992200355557196
