step,episode,current_rate,peak_rate,drop_pct
7396,2913,0.18,0.4,22.000000000000004
7398,2914,0.17,0.4,23.0
7402,2915,0.17,0.4,23.0
7408,2916,0.17,0.4,23.0
7411,2917,0.17,0.4,23.0
7413,2918,0.17,0.4,23.0
7417,2919,0.17,0.4,23.0
7419,2920,0.17,0.4,23.0
7422,2921,0.16,0.4,24.000000000000004
7424,2922,0.16,0.4,24.000000000000004
7426,2923,0.16,0.4,24.000000000000004
7430,2924,0.15,0.4,25.0
7434,2925,0.15,0.4,25.0
7437,2926,0.16,0.4,24.000000000000004
7439,2927,0.15,0.4,25.0
7442,2928,0.14,0.4,26.0
7443,2929,0.14,0.4,26.0
7444,2930,0.14,0.4,26.0
7445,2931,0.14,0.4,26.0
7447,2932,0.15,0.4,25.0
7449,2933,0.16,0.4,24.000000000000004
7451,2934,0.16,0.4,24.000000000000004
7455,2935,0.16,0.4,24.000000000000004
7457,2936,0.17,0.4,23.0
7458,2937,0.17,0.4,23.0
7461,2938,0.16,0.4,24.000000000000004
7462,2939,0.17,0.4,23.0
7465,2940,0.17,0.4,23.0
7466,2941,0.18,0.4,22.000000000000004
7469,2942,0.19,0.4,21.000000000000004
7471,2943,0.19,0.4,21.000000000000004
7472,2944,0.18,0.4,22.000000000000004
7474,2945,0.18,0.4,22.000000000000004
7476,2946,0.19,0.4,21.000000000000004
7479,2948,0.19,0.4,21.000000000000004
7481,2949,0.19,0.4,21.000000000000004
7498,2954,0.19,0.4,21.000000000000004
7501,2955,0.19,0.4,21.000000000000004
7502,2956,0.19,0.4,21.000000000000004
7503,2957,0.19,0.4,21.000000000000004
7509,2958,0.19,0.4,21.000000000000004
7536,2971,0.19,0.4,21.000000000000004
7538,2972,0.19,0.4,21.000000000000004
7539,2973,0.19,0.4,21.000000000000004
7546,2974,0.19,0.4,21.000000000000004
7550,2975,0.18,0.4,22.000000000000004
7553,2976,0.19,0.4,21.000000000000004
7554,2977,0.19,0.4,21.000000000000004
7557,2978,0.19,0.4,21.000000000000004
7559,2979,0.19,0.4,21.000000000000004
7563,2980,0.18,0.4,22.000000000000004
7564,2981,0.18,0.4,22.000000000000004
7568,2982,0.19,0.4,21.000000000000004
7570,2983,0.19,0.4,21.000000000000004
7572,2984,0.19,0.4,21.000000000000004
7575,2985,0.19,0.4,21.000000000000004
7577,2986,0.19,0.4,21.000000000000004
7640,3013,0.19,0.4,21.000000000000004
7641,3014,0.19,0.4,21.000000000000004
7643,3015,0.19,0.4,21.000000000000004
7645,3016,0.19,0.4,21.000000000000004
7647,3017,0.19,0.4,21.000000000000004
7649,3018,0.19,0.4,21.000000000000004
7683,3033,0.19,0.4,21.000000000000004
7685,3034,0.19,0.4,21.000000000000004
7687,3035,0.19,0.4,21.000000000000004
7689,3036,0.18,0.4,22.000000000000004
7690,3037,0.19,0.4,21.000000000000004
7691,3038,0.19,0.4,21.000000000000004
7693,3039,0.19,0.4,21.000000000000004
7696,3040,0.19,0.4,21.000000000000004
7697,3041,0.18,0.4,22.000000000000004
7701,3042,0.18,0.4,22.000000000000004
7702,3043,0.18,0.4,22.000000000000004
7706,3044,0.18,0.4,22.000000000000004
7707,3045,0.18,0.4,22.000000000000004
7709,3046,0.17,0.4,23.0
7710,3047,0.16,0.4,24.000000000000004
7711,3048,0.16,0.4,24.000000000000004
7713,3049,0.16,0.4,24.000000000000004
7715,3050,0.15,0.4,25.0
7717,3051,0.15,0.4,25.0
7719,3052,0.15,0.4,25.0
7724,3053,0.15,0.4,25.0
7727,3054,0.15,0.4,25.0
7730,3055,0.15,0.4,25.0
7732,3056,0.15,0.4,25.0
7735,3057,0.15,0.4,25.0
7738,3058,0.16,0.4,24.000000000000004
7740,3059,0.15,0.4,25.0
7742,3060,0.15,0.4,25.0
7743,3061,0.14,0.4,26.0
7745,3062,0.14,0.4,26.0
7746,3063,0.15,0.4,25.0
7748,3064,0.16,0.4,24.000000000000004
7750,3065,0.16,0.4,24.000000000000004
7753,3066,0.16,0.4,24.000000000000004
7755,3067,0.17,0.4,23.0
7760,3068,0.17,0.4,23.0
7762,3069,0.17,0.4,23.0
7763,3070,0.17,0.4,23.0
7765,3071,0.17,0.4,23.0
7767,3072,0.17,0.4,23.0
7770,3073,0.17,0.4,23.0
7773,3074,0.18,0.4,22.000000000000004
7774,3075,0.18,0.4,22.000000000000004
7777,3076,0.17,0.4,23.0
7778,3077,0.17,0.4,23.0
7779,3078,0.18,0.4,22.000000000000004
7780,3079,0.18,0.4,22.000000000000004
7784,3080,0.18,0.4,22.000000000000004
7785,3081,0.18,0.4,22.000000000000004
7786,3082,0.17,0.4,23.0
7788,3083,0.17,0.4,23.0
7789,3084,0.17,0.4,23.0
7790,3085,0.17,0.4,23.0
7792,3086,0.17,0.4,23.0
7794,3087,0.16,0.4,24.000000000000004
7796,3088,0.16,0.4,24.000000000000004
7801,3089,0.17,0.4,23.0
7804,3090,0.17,0.4,23.0
7807,3091,0.18,0.4,22.000000000000004
7809,3092,0.19,0.4,21.000000000000004
7811,3093,0.19,0.4,21.000000000000004
7814,3094,0.19,0.4,21.000000000000004
7816,3095,0.19,0.4,21.000000000000004
7818,3096,0.19,0.4,21.000000000000004
7819,3097,0.19,0.4,21.000000000000004
8915,3582,0.19,0.4,21.000000000000004
8916,3583,0.19,0.4,21.000000000000004
8938,3591,0.19,0.4,21.000000000000004
8939,3592,0.19,0.4,21.000000000000004
8958,3602,0.19,0.4,21.000000000000004
8964,3603,0.19,0.4,21.000000000000004
8965,3604,0.19,0.4,21.000000000000004
8967,3605,0.18,0.4,22.000000000000004
8971,3606,0.18,0.4,22.000000000000004
8972,3607,0.18,0.4,22.000000000000004
8976,3608,0.18,0.4,22.000000000000004
8979,3609,0.17,0.4,23.0
8983,3610,0.17,0.4,23.0
8984,3611,0.17,0.4,23.0
8985,3612,0.17,0.4,23.0
8986,3613,0.18,0.4,22.000000000000004
8989,3614,0.19,0.4,21.000000000000004
8990,3615,0.19,0.4,21.000000000000004
8993,3616,0.19,0.4,21.000000000000004
8995,3617,0.19,0.4,21.000000000000004
9030,3633,0.19,0.4,21.000000000000004
9032,3634,0.19,0.4,21.000000000000004
12378,5107,0.21,0.42,21.0
12379,5108,0.21,0.42,21.0
12382,5109,0.21,0.42,21.0
13184,5463,0.22,0.43,21.0
13186,5464,0.22,0.43,21.0
13187,5465,0.22,0.43,21.0
13188,5466,0.22,0.43,21.0
13190,5467,0.22,0.43,21.0
13195,5470,0.22,0.43,21.0
13198,5471,0.22,0.43,21.0
13200,5472,0.22,0.43,21.0
13202,5473,0.22,0.43,21.0
13204,5474,0.22,0.43,21.0
13207,5475,0.22,0.43,21.0
13208,5476,0.22,0.43,21.0
13212,5477,0.22,0.43,21.0
13217,5478,0.21,0.43,22.0
13218,5479,0.21,0.43,22.0
13220,5480,0.21,0.43,22.0
13223,5481,0.21,0.43,22.0
13226,5482,0.2,0.43,23.0
13231,5483,0.2,0.43,23.0
13233,5484,0.19,0.43,24.0
13235,5485,0.2,0.43,23.0
13236,5486,0.21,0.43,22.0
13238,5487,0.21,0.43,22.0
13241,5488,0.22,0.43,21.0
13294,5507,0.22,0.43,21.0
13297,5508,0.21,0.43,22.0
13300,5509,0.21,0.43,22.0
13301,5510,0.2,0.43,23.0
13304,5511,0.21,0.43,22.0
13306,5512,0.21,0.43,22.0
13309,5513,0.21,0.43,22.0
13312,5514,0.21,0.43,22.0
13316,5515,0.21,0.43,22.0
13319,5516,0.21,0.43,22.0
13320,5517,0.21,0.43,22.0
13321,5518,0.21,0.43,22.0
13323,5519,0.2,0.43,23.0
13326,5520,0.2,0.43,23.0
13328,5521,0.2,0.43,23.0
13329,5522,0.2,0.43,23.0
13335,5523,0.21,0.43,22.0
13338,5524,0.22,0.43,21.0
13356,5530,0.22,0.43,21.0
13357,5531,0.22,0.43,21.0
13361,5532,0.22,0.43,21.0
13366,5533,0.22,0.43,21.0
13377,5539,0.22,0.43,21.0
13379,5540,0.22,0.43,21.0
13382,5541,0.21,0.43,22.0
13384,5542,0.22,0.43,21.0
15004,6278,0.31,0.52,21.000000000000004
15006,6279,0.31,0.52,21.000000000000004
15007,6280,0.3,0.52,22.000000000000004
15011,6281,0.3,0.52,22.000000000000004
15013,6282,0.29,0.52,23.000000000000004
15014,6283,0.3,0.52,22.000000000000004
15017,6284,0.3,0.52,22.000000000000004
15018,6285,0.31,0.52,21.000000000000004
15020,6286,0.31,0.52,21.000000000000004
15022,6287,0.31,0.52,21.000000000000004
15026,6289,0.31,0.52,21.000000000000004
15028,6290,0.31,0.52,21.000000000000004
15029,6291,0.31,0.52,21.000000000000004
15031,6292,0.31,0.52,21.000000000000004
15037,6293,0.31,0.52,21.000000000000004
15048,6296,0.31,0.52,21.000000000000004
15049,6297,0.31,0.52,21.000000000000004
15054,6300,0.31,0.52,21.000000000000004
15066,6305,0.31,0.52,21.000000000000004
15362,6436,0.31,0.52,21.000000000000004
15366,6437,0.3,0.52,22.000000000000004
15368,6438,0.3,0.52,22.000000000000004
15370,6439,0.3,0.52,22.000000000000004
15371,6440,0.31,0.52,21.000000000000004
15373,6441,0.31,0.52,21.000000000000004
15914,6680,0.35,0.55,20.000000000000007
15915,6681,0.34,0.55,21.000000000000004
15916,6682,0.33,0.55,22.000000000000004
15923,6683,0.33,0.55,22.000000000000004
15924,6684,0.33,0.55,22.000000000000004
15926,6685,0.33,0.55,22.000000000000004
15929,6686,0.33,0.55,22.000000000000004
15932,6687,0.33,0.55,22.000000000000004
15934,6688,0.33,0.55,22.000000000000004
15935,6689,0.34,0.55,21.000000000000004
15937,6690,0.34,0.55,21.000000000000004
15939,6691,0.34,0.55,21.000000000000004
15941,6692,0.35,0.55,20.000000000000007
15944,6693,0.35,0.55,20.000000000000007
15947,6694,0.35,0.55,20.000000000000007
15948,6695,0.35,0.55,20.000000000000007
15950,6696,0.35,0.55,20.000000000000007
15951,6697,0.35,0.55,20.000000000000007
15954,6698,0.35,0.55,20.000000000000007
15956,6699,0.35,0.55,20.000000000000007
15960,6700,0.35,0.55,20.000000000000007
16006,6723,0.35,0.55,20.000000000000007
16010,6725,0.35,0.55,20.000000000000007
16016,6727,0.35,0.55,20.000000000000007
16018,6728,0.35,0.55,20.000000000000007
16022,6729,0.35,0.55,20.000000000000007
16051,6739,0.35,0.55,20.000000000000007
16052,6740,0.34,0.55,21.000000000000004
16053,6741,0.35,0.55,20.000000000000007
16056,6742,0.35,0.55,20.000000000000007
16057,6743,0.35,0.55,20.000000000000007
16061,6744,0.35,0.55,20.000000000000007
16066,6746,0.35,0.55,20.000000000000007
16077,6751,0.35,0.55,20.000000000000007
16078,6752,0.35,0.55,20.000000000000007
16081,6753,0.35,0.55,20.000000000000007
16082,6754,0.34,0.55,21.000000000000004
16083,6755,0.34,0.55,21.000000000000004
16086,6756,0.34,0.55,21.000000000000004
16088,6757,0.33,0.55,22.000000000000004
16091,6758,0.32,0.55,23.000000000000004
16092,6759,0.31,0.55,24.000000000000004
16094,6760,0.32,0.55,23.000000000000004
16095,6761,0.32,0.55,23.000000000000004
16097,6762,0.33,0.55,22.000000000000004
16100,6763,0.33,0.55,22.000000000000004
16102,6764,0.33,0.55,22.000000000000004
16104,6765,0.32,0.55,23.000000000000004
16106,6766,0.33,0.55,22.000000000000004
16107,6767,0.34,0.55,21.000000000000004
16108,6768,0.34,0.55,21.000000000000004
16109,6769,0.35,0.55,20.000000000000007
16110,6770,0.35,0.55,20.000000000000007
16112,6771,0.34,0.55,21.000000000000004
16116,6772,0.35,0.55,20.000000000000007
16117,6773,0.35,0.55,20.000000000000007
16123,6774,0.35,0.55,20.000000000000007
16125,6775,0.35,0.55,20.000000000000007
16126,6776,0.34,0.55,21.000000000000004
16127,6777,0.35,0.55,20.000000000000007
16153,6789,0.35,0.55,20.000000000000007
16158,6792,0.35,0.55,20.000000000000007
16203,6812,0.35,0.55,20.000000000000007
16212,6818,0.35,0.55,20.000000000000007
16237,6830,0.35,0.55,20.000000000000007
16242,6831,0.35,0.55,20.000000000000007
16251,6835,0.35,0.55,20.000000000000007
16253,6836,0.34,0.55,21.000000000000004
16258,6837,0.34,0.55,21.000000000000004
16261,6838,0.35,0.55,20.000000000000007
16265,6839,0.35,0.55,20.000000000000007
16269,6840,0.35,0.55,20.000000000000007
16270,6841,0.34,0.55,21.000000000000004
16271,6842,0.34,0.55,21.000000000000004
16272,6843,0.34,0.55,21.000000000000004
16273,6844,0.33,0.55,22.000000000000004
16274,6845,0.32,0.55,23.000000000000004
16277,6846,0.32,0.55,23.000000000000004
16280,6847,0.32,0.55,23.000000000000004
16282,6848,0.32,0.55,23.000000000000004
16283,6849,0.32,0.55,23.000000000000004
16286,6850,0.31,0.55,24.000000000000004
16289,6851,0.31,0.55,24.000000000000004
16293,6852,0.31,0.55,24.000000000000004
16294,6853,0.3,0.55,25.000000000000007
16295,6854,0.31,0.55,24.000000000000004
16296,6855,0.31,0.55,24.000000000000004
16297,6856,0.31,0.55,24.000000000000004
16298,6857,0.31,0.55,24.000000000000004
16301,6858,0.31,0.55,24.000000000000004
16304,6859,0.32,0.55,23.000000000000004
16311,6860,0.31,0.55,24.000000000000004
16314,6861,0.31,0.55,24.000000000000004
16316,6862,0.31,0.55,24.000000000000004
16318,6863,0.31,0.55,24.000000000000004
16322,6864,0.3,0.55,25.000000000000007
16323,6865,0.3,0.55,25.000000000000007
16326,6866,0.29,0.55,26.000000000000007
16328,6867,0.28,0.55,27.0
16330,6868,0.28,0.55,27.0
16334,6869,0.27,0.55,28.000000000000004
16336,6870,0.27,0.55,28.000000000000004
16339,6871,0.27,0.55,28.000000000000004
16340,6872,0.27,0.55,28.000000000000004
16341,6873,0.27,0.55,28.000000000000004
16342,6874,0.28,0.55,27.0
16347,6875,0.27,0.55,28.000000000000004
16348,6876,0.27,0.55,28.000000000000004
16349,6877,0.26,0.55,29.000000000000004
16351,6878,0.25,0.55,30.000000000000004
16352,6879,0.25,0.55,30.000000000000004
16355,6880,0.24,0.55,31.000000000000007
16357,6881,0.24,0.55,31.000000000000007
16360,6882,0.24,0.55,31.000000000000007
16363,6883,0.24,0.55,31.000000000000007
16366,6884,0.24,0.55,31.000000000000007
16368,6885,0.25,0.55,30.000000000000004
16370,6886,0.25,0.55,30.000000000000004
16373,6887,0.25,0.55,30.000000000000004
16374,6888,0.25,0.55,30.000000000000004
16377,6889,0.25,0.55,30.000000000000004
16378,6890,0.24,0.55,31.000000000000007
16380,6891,0.25,0.55,30.000000000000004
16382,6892,0.26,0.55,29.000000000000004
16384,6893,0.26,0.55,29.000000000000004
16386,6894,0.25,0.55,30.000000000000004
16389,6895,0.24,0.55,31.000000000000007
16393,6896,0.25,0.55,30.000000000000004
16394,6897,0.24,0.55,31.000000000000007
16395,6898,0.24,0.55,31.000000000000007
16401,6899,0.24,0.55,31.000000000000007
16406,6900,0.23,0.55,32.00000000000001
16408,6901,0.23,0.55,32.00000000000001
16411,6902,0.23,0.55,32.00000000000001
16412,6903,0.24,0.55,31.000000000000007
16414,6904,0.23,0.55,32.00000000000001
16417,6905,0.22,0.55,33.00000000000001
16421,6906,0.22,0.55,33.00000000000001
16424,6907,0.22,0.55,33.00000000000001
16426,6908,0.22,0.55,33.00000000000001
16428,6909,0.22,0.55,33.00000000000001
16432,6910,0.22,0.55,33.00000000000001
16434,6911,0.23,0.55,32.00000000000001
16435,6912,0.24,0.55,31.000000000000007
16438,6913,0.24,0.55,31.000000000000007
16441,6914,0.24,0.55,31.000000000000007
16444,6915,0.25,0.55,30.000000000000004
16445,6916,0.26,0.55,29.000000000000004
16446,6917,0.26,0.55,29.000000000000004
16447,6918,0.27,0.55,28.000000000000004
16448,6919,0.27,0.55,28.000000000000004
16450,6920,0.26,0.55,29.000000000000004
16453,6921,0.26,0.55,29.000000000000004
16454,6922,0.26,0.55,29.000000000000004
16456,6923,0.25,0.55,30.000000000000004
16458,6924,0.25,0.55,30.000000000000004
16459,6925,0.25,0.55,30.000000000000004
16460,6926,0.25,0.55,30.000000000000004
16463,6927,0.26,0.55,29.000000000000004
16465,6928,0.26,0.55,29.000000000000004
16466,6929,0.27,0.55,28.000000000000004
16468,6930,0.27,0.55,28.000000000000004
16469,6931,0.26,0.55,29.000000000000004
16471,6932,0.25,0.55,30.000000000000004
16472,6933,0.26,0.55,29.000000000000004
16473,6934,0.26,0.55,29.000000000000004
16477,6935,0.26,0.55,29.000000000000004
16480,6936,0.27,0.55,28.000000000000004
16481,6937,0.28,0.55,27.0
16483,6938,0.28,0.55,27.0
16485,6939,0.28,0.55,27.0
16487,6940,0.28,0.55,27.0
16489,6941,0.29,0.55,26.000000000000007
16491,6942,0.3,0.55,25.000000000000007
16492,6943,0.31,0.55,24.000000000000004
16496,6944,0.31,0.55,24.000000000000004
16499,6945,0.31,0.55,24.000000000000004
16505,6946,0.32,0.55,23.000000000000004
16508,6947,0.31,0.55,24.000000000000004
16512,6948,0.3,0.55,25.000000000000007
16513,6949,0.3,0.55,25.000000000000007
16516,6950,0.31,0.55,24.000000000000004
16517,6951,0.32,0.55,23.000000000000004
16519,6952,0.32,0.55,23.000000000000004
16523,6953,0.32,0.55,23.000000000000004
16526,6954,0.31,0.55,24.000000000000004
16528,6955,0.31,0.55,24.000000000000004
16530,6956,0.32,0.55,23.000000000000004
16531,6957,0.33,0.55,22.000000000000004
16534,6958,0.34,0.55,21.000000000000004
16535,6959,0.33,0.55,22.000000000000004
16537,6960,0.33,0.55,22.000000000000004
16539,6961,0.33,0.55,22.000000000000004
16541,6962,0.33,0.55,22.000000000000004
16544,6963,0.33,0.55,22.000000000000004
16547,6964,0.33,0.55,22.000000000000004
16550,6965,0.34,0.55,21.000000000000004
16552,6966,0.35,0.55,20.000000000000007
16619,6996,0.35,0.55,20.000000000000007
16620,6997,0.35,0.55,20.000000000000007
16655,7015,0.35,0.55,20.000000000000007
16658,7016,0.35,0.55,20.000000000000007
16661,7017,0.35,0.55,20.000000000000007
16662,7018,0.35,0.55,20.000000000000007
16665,7019,0.34,0.55,21.000000000000004
16669,7020,0.35,0.55,20.000000000000007
16673,7021,0.35,0.55,20.000000000000007
16674,7022,0.35,0.55,20.000000000000007
16737,7051,0.35,0.55,20.000000000000007
16738,7052,0.35,0.55,20.000000000000007
16740,7053,0.35,0.55,20.000000000000007
16741,7054,0.35,0.55,20.000000000000007
16747,7057,0.35,0.55,20.000000000000007
16749,7058,0.34,0.55,21.000000000000004
16754,7059,0.35,0.55,20.000000000000007
16758,7060,0.35,0.55,20.000000000000007
16762,7062,0.35,0.55,20.000000000000007
16772,7065,0.35,0.55,20.000000000000007
16775,7066,0.34,0.55,21.000000000000004
16779,7067,0.34,0.55,21.000000000000004
16781,7068,0.34,0.55,21.000000000000004
16783,7069,0.34,0.55,21.000000000000004
16784,7070,0.34,0.55,21.000000000000004
16786,7071,0.35,0.55,20.000000000000007
16788,7072,0.35,0.55,20.000000000000007
16795,7077,0.35,0.55,20.000000000000007
16799,7079,0.35,0.55,20.000000000000007
17295,7314,0.35,0.55,20.000000000000007
17297,7315,0.34,0.55,21.000000000000004
17298,7316,0.34,0.55,21.000000000000004
17302,7317,0.34,0.55,21.000000000000004
17304,7318,0.34,0.55,21.000000000000004
17306,7319,0.35,0.55,20.000000000000007
17309,7320,0.34,0.55,21.000000000000004
17311,7321,0.35,0.55,20.000000000000007
17312,7322,0.35,0.55,20.000000000000007
17319,7323,0.35,0.55,20.000000000000007
17322,7324,0.35,0.55,20.000000000000007
17329,7327,0.35,0.55,20.000000000000007
17330,7328,0.34,0.55,21.000000000000004
17331,7329,0.34,0.55,21.000000000000004
17332,7330,0.34,0.55,21.000000000000004
17334,7331,0.33,0.55,22.000000000000004
17335,7332,0.33,0.55,22.000000000000004
17337,7333,0.34,0.55,21.000000000000004
17339,7334,0.34,0.55,21.000000000000004
17340,7335,0.33,0.55,22.000000000000004
17344,7336,0.34,0.55,21.000000000000004
17345,7337,0.35,0.55,20.000000000000007
17349,7338,0.35,0.55,20.000000000000007
17352,7339,0.35,0.55,20.000000000000007
17384,7354,0.35,0.55,20.000000000000007
17386,7355,0.35,0.55,20.000000000000007
17391,7356,0.35,0.55,20.000000000000007
17392,7357,0.35,0.55,20.000000000000007
17393,7358,0.35,0.55,20.000000000000007
17395,7359,0.35,0.55,20.000000000000007
17397,7360,0.35,0.55,20.000000000000007
17401,7361,0.35,0.55,20.000000000000007
17403,7362,0.35,0.55,20.000000000000007
17424,7373,0.35,0.55,20.000000000000007
17463,7395,0.35,0.55,20.000000000000007
17467,7397,0.35,0.55,20.000000000000007
17471,7398,0.35,0.55,20.000000000000007
17825,7556,0.35,0.55,20.000000000000007
17827,7557,0.35,0.55,20.000000000000007
17865,7575,0.35,0.55,20.000000000000007
17872,7578,0.35,0.55,20.000000000000007
17876,7579,0.35,0.55,20.000000000000007
17878,7580,0.34,0.55,21.000000000000004
17883,7581,0.34,0.55,21.000000000000004
17884,7582,0.34,0.55,21.000000000000004
17887,7583,0.34,0.55,21.000000000000004
17891,7584,0.34,0.55,21.000000000000004
17893,7585,0.35,0.55,20.000000000000007
17908,7592,0.35,0.55,20.000000000000007
17910,7593,0.35,0.55,20.000000000000007
17913,7594,0.35,0.55,20.000000000000007
19473,8323,0.36,0.57,20.999999999999996
19478,8326,0.36,0.57,20.999999999999996
19479,8327,0.35,0.57,21.999999999999996
19483,8328,0.36,0.57,20.999999999999996
19485,8329,0.35,0.57,21.999999999999996
19486,8330,0.36,0.57,20.999999999999996
19488,8331,0.36,0.57,20.999999999999996
19492,8333,0.36,0.57,20.999999999999996
19495,8334,0.36,0.57,20.999999999999996
19496,8335,0.35,0.57,21.999999999999996
19498,8336,0.34,0.57,22.999999999999993
19501,8337,0.35,0.57,21.999999999999996
19502,8338,0.34,0.57,22.999999999999993
19503,8339,0.34,0.57,22.999999999999993
19508,8340,0.35,0.57,21.999999999999996
19511,8341,0.35,0.57,21.999999999999996
19513,8342,0.36,0.57,20.999999999999996
19538,8354,0.36,0.57,20.999999999999996
19543,8355,0.35,0.57,21.999999999999996
19544,8356,0.34,0.57,22.999999999999993
19546,8357,0.34,0.57,22.999999999999993
19547,8358,0.34,0.57,22.999999999999993
19548,8359,0.35,0.57,21.999999999999996
19550,8360,0.35,0.57,21.999999999999996
19551,8361,0.35,0.57,21.999999999999996
19553,8362,0.35,0.57,21.999999999999996
19556,8363,0.34,0.57,22.999999999999993
19559,8364,0.33,0.57,23.999999999999993
19561,8365,0.33,0.57,23.999999999999993
19562,8366,0.34,0.57,22.999999999999993
19563,8367,0.33,0.57,23.999999999999993
19565,8368,0.32,0.57,24.999999999999993
19566,8369,0.33,0.57,23.999999999999993
19569,8370,0.33,0.57,23.999999999999993
19570,8371,0.33,0.57,23.999999999999993
19574,8372,0.33,0.57,23.999999999999993
19575,8373,0.34,0.57,22.999999999999993
19578,8374,0.35,0.57,21.999999999999996
19579,8375,0.35,0.57,21.999999999999996
19582,8376,0.34,0.57,22.999999999999993
19584,8377,0.33,0.57,23.999999999999993
19585,8378,0.33,0.57,23.999999999999993
19587,8379,0.34,0.57,22.999999999999993
19589,8380,0.34,0.57,22.999999999999993
19592,8381,0.35,0.57,21.999999999999996
19594,8382,0.34,0.57,22.999999999999993
19596,8383,0.33,0.57,23.999999999999993
19599,8384,0.33,0.57,23.999999999999993
19600,8385,0.33,0.57,23.999999999999993
19604,8386,0.33,0.57,23.999999999999993
19608,8387,0.33,0.57,23.999999999999993
19610,8388,0.33,0.57,23.999999999999993
19612,8389,0.34,0.57,22.999999999999993
19616,8390,0.34,0.57,22.999999999999993
19619,8391,0.35,0.57,21.999999999999996
19621,8392,0.36,0.57,20.999999999999996
19625,8393,0.35,0.57,21.999999999999996
19628,8394,0.35,0.57,21.999999999999996
19629,8395,0.35,0.57,21.999999999999996
19630,8396,0.35,0.57,21.999999999999996
19632,8397,0.35,0.57,21.999999999999996
19636,8398,0.36,0.57,20.999999999999996
19637,8399,0.36,0.57,20.999999999999996
20618,8823,0.36,0.57,20.999999999999996
20624,8827,0.36,0.57,20.999999999999996
20626,8828,0.36,0.57,20.999999999999996
20627,8829,0.35,0.57,21.999999999999996
20629,8830,0.35,0.57,21.999999999999996
20632,8831,0.35,0.57,21.999999999999996
20635,8832,0.35,0.57,21.999999999999996
20637,8833,0.35,0.57,21.999999999999996
20640,8834,0.35,0.57,21.999999999999996
20642,8835,0.36,0.57,20.999999999999996
20645,8836,0.35,0.57,21.999999999999996
20646,8837,0.35,0.57,21.999999999999996
20648,8838,0.36,0.57,20.999999999999996
20651,8839,0.36,0.57,20.999999999999996
21363,9166,0.36,0.57,20.999999999999996
21364,9167,0.36,0.57,20.999999999999996
21407,9188,0.36,0.57,20.999999999999996
21408,9189,0.36,0.57,20.999999999999996
21414,9192,0.36,0.57,20.999999999999996
21422,9196,0.36,0.57,20.999999999999996
21423,9197,0.35,0.57,21.999999999999996
21429,9198,0.35,0.57,21.999999999999996
21433,9199,0.36,0.57,20.999999999999996
21435,9200,0.36,0.57,20.999999999999996
21436,9201,0.36,0.57,20.999999999999996
21438,9202,0.36,0.57,20.999999999999996
