step,episode,current_rate,peak_rate,drop_pct
23922,10331,0.34,0.56,22.000000000000004
23925,10332,0.33,0.56,23.000000000000004
23928,10333,0.33,0.56,23.000000000000004
23929,10334,0.32,0.56,24.000000000000004
23932,10335,0.33,0.56,23.000000000000004
23934,10336,0.34,0.56,22.000000000000004
23936,10337,0.34,0.56,22.000000000000004
23937,10338,0.35,0.56,21.000000000000007
23942,10339,0.35,0.56,21.000000000000007
23943,10340,0.36,0.56,20.000000000000007
23955,10346,0.36,0.56,20.000000000000007
26296,11443,0.42,0.63,21.000000000000004
26316,11453,0.42,0.63,21.000000000000004
26318,11454,0.41,0.63,22.000000000000004
26319,11455,0.41,0.63,22.000000000000004
26320,11456,0.42,0.63,21.000000000000004
26323,11457,0.42,0.63,21.000000000000004
26326,11458,0.42,0.63,21.000000000000004
26327,11459,0.42,0.63,21.000000000000004
26330,11460,0.42,0.63,21.000000000000004
26331,11461,0.42,0.63,21.000000000000004
26332,11462,0.42,0.63,21.000000000000004
26335,11463,0.42,0.63,21.000000000000004
26388,11486,0.42,0.63,21.000000000000004
26392,11487,0.41,0.63,22.000000000000004
26395,11488,0.41,0.63,22.000000000000004
26399,11489,0.42,0.63,21.000000000000004
26401,11490,0.42,0.63,21.000000000000004
27526,12039,0.44,0.65,21.000000000000004
27527,12040,0.43,0.65,22.000000000000004
27528,12041,0.43,0.65,22.000000000000004
27531,12042,0.43,0.65,22.000000000000004
27532,12043,0.44,0.65,21.000000000000004
29098,12770,0.44,0.65,21.000000000000004
29099,12771,0.44,0.65,21.000000000000004
29107,12774,0.44,0.65,21.000000000000004
29108,12775,0.44,0.65,21.000000000000004
29157,12800,0.44,0.65,21.000000000000004
29162,12801,0.43,0.65,22.000000000000004
29164,12802,0.42,0.65,23.000000000000004
29165,12803,0.42,0.65,23.000000000000004
29166,12804,0.43,0.65,22.000000000000004
29167,12805,0.43,0.65,22.000000000000004
29168,12806,0.43,0.65,22.000000000000004
29170,12807,0.43,0.65,22.000000000000004
29173,12808,0.43,0.65,22.000000000000004
29178,12809,0.44,0.65,21.000000000000004
29180,12810,0.44,0.65,21.000000000000004
29181,12811,0.44,0.65,21.000000000000004
29182,12812,0.44,0.65,21.000000000000004
29199,12821,0.44,0.65,21.000000000000004
29201,12822,0.44,0.65,21.000000000000004
29202,12823,0.43,0.65,22.000000000000004
29206,12824,0.43,0.65,22.000000000000004
29207,12825,0.44,0.65,21.000000000000004
29210,12826,0.44,0.65,21.000000000000004
29211,12827,0.44,0.65,21.000000000000004
29214,12829,0.44,0.65,21.000000000000004
29215,12830,0.43,0.65,22.000000000000004
29217,12831,0.44,0.65,21.000000000000004
29563,12998,0.44,0.65,21.000000000000004
29566,12999,0.43,0.65,22.000000000000004
29570,13000,0.42,0.65,23.000000000000004
29571,13001,0.42,0.65,23.000000000000004
29574,13002,0.43,0.65,22.000000000000004
29576,13003,0.43,0.65,22.000000000000004
29579,13004,0.43,0.65,22.000000000000004
29582,13005,0.42,0.65,23.000000000000004
29585,13006,0.42,0.65,23.000000000000004
29587,13007,0.42,0.65,23.000000000000004
29589,13008,0.42,0.65,23.000000000000004
29591,13009,0.41,0.65,24.000000000000004
29592,13010,0.41,0.65,24.000000000000004
29596,13011,0.42,0.65,23.000000000000004
29597,13012,0.42,0.65,23.000000000000004
29599,13013,0.43,0.65,22.000000000000004
29601,13014,0.44,0.65,21.000000000000004
29603,13015,0.44,0.65,21.000000000000004
29605,13016,0.43,0.65,22.000000000000004
29606,13017,0.43,0.65,22.000000000000004
29608,13018,0.44,0.65,21.000000000000004
29612,13020,0.44,0.65,21.000000000000004
29614,13021,0.44,0.65,21.000000000000004
31286,13829,0.44,0.65,21.000000000000004
31288,13830,0.44,0.65,21.000000000000004
31290,13831,0.44,0.65,21.000000000000004
31292,13832,0.44,0.65,21.000000000000004
31295,13833,0.44,0.65,21.000000000000004
31296,13834,0.44,0.65,21.000000000000004
31305,13839,0.44,0.65,21.000000000000004
31307,13840,0.44,0.65,21.000000000000004
31309,13841,0.43,0.65,22.000000000000004
31312,13842,0.43,0.65,22.000000000000004
31314,13843,0.43,0.65,22.000000000000004
31316,13844,0.44,0.65,21.000000000000004
31328,13850,0.44,0.65,21.000000000000004
31330,13851,0.43,0.65,22.000000000000004
31331,13852,0.44,0.65,21.000000000000004
31591,13976,0.44,0.65,21.000000000000004
32093,14222,0.44,0.65,21.000000000000004
32094,14223,0.44,0.65,21.000000000000004
32096,14224,0.44,0.65,21.000000000000004
32097,14225,0.44,0.65,21.000000000000004
32100,14226,0.44,0.65,21.000000000000004
32103,14227,0.44,0.65,21.000000000000004
32108,14229,0.44,0.65,21.000000000000004
32111,14230,0.44,0.65,21.000000000000004
32112,14231,0.43,0.65,22.000000000000004
32114,14232,0.43,0.65,22.000000000000004
32117,14233,0.44,0.65,21.000000000000004
32119,14234,0.43,0.65,22.000000000000004
32120,14235,0.43,0.65,22.000000000000004
32121,14236,0.43,0.65,22.000000000000004
32122,14237,0.43,0.65,22.000000000000004
32125,14238,0.44,0.65,21.000000000000004
32127,14239,0.44,0.65,21.000000000000004
32129,14240,0.44,0.65,21.000000000000004
32146,14249,0.44,0.65,21.000000000000004
32150,14251,0.44,0.65,21.000000000000004
32156,14253,0.44,0.65,21.000000000000004
32158,14254,0.43,0.65,22.000000000000004
32160,14255,0.44,0.65,21.000000000000004
32165,14256,0.44,0.65,21.000000000000004
35506,15871,0.48,0.69,20.999999999999996
35510,15872,0.48,0.69,20.999999999999996
36480,16353,0.48,0.69,20.999999999999996
36482,16354,0.48,0.69,20.999999999999996
36485,16355,0.48,0.69,20.999999999999996
36500,16363,0.48,0.69,20.999999999999996
36502,16364,0.48,0.69,20.999999999999996
36505,16365,0.47,0.69,21.999999999999996
36507,16366,0.48,0.69,20.999999999999996
36521,16372,0.48,0.69,20.999999999999996
36523,16373,0.47,0.69,21.999999999999996
36526,16374,0.46,0.69,22.999999999999993
36529,16375,0.47,0.69,21.999999999999996
36530,16376,0.47,0.69,21.999999999999996
36532,16377,0.47,0.69,21.999999999999996
36536,16378,0.48,0.69,20.999999999999996
36557,16389,0.48,0.69,20.999999999999996
37307,16781,0.48,0.69,20.999999999999996
37309,16782,0.48,0.69,20.999999999999996
37311,16783,0.47,0.69,21.999999999999996
37312,16784,0.47,0.69,21.999999999999996
37315,16785,0.47,0.69,21.999999999999996
37317,16786,0.47,0.69,21.999999999999996
37318,16787,0.48,0.69,20.999999999999996
37319,16788,0.48,0.69,20.999999999999996
38446,17346,0.54,0.75,20.999999999999996
38447,17347,0.54,0.75,20.999999999999996
38448,17348,0.54,0.75,20.999999999999996
38449,17349,0.54,0.75,20.999999999999996
38456,17351,0.54,0.75,20.999999999999996
38460,17352,0.54,0.75,20.999999999999996
38463,17354,0.54,0.75,20.999999999999996
38472,17358,0.54,0.75,20.999999999999996
38483,17362,0.54,0.75,20.999999999999996
38485,17363,0.54,0.75,20.999999999999996
38488,17364,0.54,0.75,20.999999999999996
38924,17584,0.54,0.75,20.999999999999996
38928,17585,0.54,0.75,20.999999999999996
38932,17586,0.54,0.75,20.999999999999996
38938,17588,0.54,0.75,20.999999999999996
38942,17589,0.54,0.75,20.999999999999996
38944,17590,0.54,0.75,20.999999999999996
38946,17591,0.53,0.75,21.999999999999996
38947,17592,0.52,0.75,23.0
38949,17593,0.53,0.75,21.999999999999996
38950,17594,0.53,0.75,21.999999999999996
38951,17595,0.53,0.75,21.999999999999996
38953,17596,0.52,0.75,23.0
38955,17597,0.53,0.75,21.999999999999996
38958,17598,0.52,0.75,23.0
38960,17599,0.53,0.75,21.999999999999996
38962,17600,0.53,0.75,21.999999999999996
38964,17601,0.54,0.75,20.999999999999996
38967,17602,0.53,0.75,21.999999999999996
38970,17603,0.54,0.75,20.999999999999996
38977,17605,0.54,0.75,20.999999999999996
38978,17606,0.53,0.75,21.999999999999996
38979,17607,0.53,0.75,21.999999999999996
38981,17608,0.54,0.75,20.999999999999996
38982,17609,0.54,0.75,20.999999999999996
38983,17610,0.53,0.75,21.999999999999996
38985,17611,0.52,0.75,23.0
38988,17612,0.52,0.75,23.0
38989,17613,0.53,0.75,21.999999999999996
38993,17614,0.53,0.75,21.999999999999996
38996,17615,0.53,0.75,21.999999999999996
38997,17616,0.54,0.75,20.999999999999996
39000,17617,0.54,0.75,20.999999999999996
39003,17618,0.53,0.75,21.999999999999996
39005,17619,0.53,0.75,21.999999999999996
39007,17620,0.53,0.75,21.999999999999996
39008,17621,0.53,0.75,21.999999999999996
39011,17622,0.53,0.75,21.999999999999996
39013,17623,0.53,0.75,21.999999999999996
39015,17624,0.54,0.75,20.999999999999996
39031,17633,0.54,0.75,20.999999999999996
39033,17634,0.54,0.75,20.999999999999996
39034,17635,0.54,0.75,20.999999999999996
39036,17636,0.54,0.75,20.999999999999996
39038,17637,0.53,0.75,21.999999999999996
39042,17638,0.52,0.75,23.0
39043,17639,0.52,0.75,23.0
39046,17640,0.53,0.75,21.999999999999996
39049,17641,0.54,0.75,20.999999999999996
39054,17642,0.54,0.75,20.999999999999996
39056,17643,0.53,0.75,21.999999999999996
39059,17644,0.54,0.75,20.999999999999996
39062,17645,0.53,0.75,21.999999999999996
39064,17646,0.53,0.75,21.999999999999996
39066,17647,0.53,0.75,21.999999999999996
39067,17648,0.52,0.75,23.0
39068,17649,0.52,0.75,23.0
39070,17650,0.52,0.75,23.0
39072,17651,0.52,0.75,23.0
39075,17652,0.53,0.75,21.999999999999996
39077,17653,0.54,0.75,20.999999999999996
39083,17655,0.54,0.75,20.999999999999996
39093,17659,0.54,0.75,20.999999999999996
39094,17660,0.54,0.75,20.999999999999996
39097,17661,0.54,0.75,20.999999999999996
39098,17662,0.54,0.75,20.999999999999996
39099,17663,0.54,0.75,20.999999999999996
39100,17664,0.54,0.75,20.999999999999996
39103,17665,0.54,0.75,20.999999999999996
39105,17666,0.53,0.75,21.999999999999996
39106,17667,0.54,0.75,20.999999999999996
39107,17668,0.54,0.75,20.999999999999996
39109,17669,0.54,0.75,20.999999999999996
39112,17670,0.54,0.75,20.999999999999996
39116,17671,0.54,0.75,20.999999999999996
39117,17672,0.54,0.75,20.999999999999996
39516,17854,0.54,0.75,20.999999999999996
39524,17857,0.54,0.75,20.999999999999996
39525,17858,0.54,0.75,20.999999999999996
39527,17859,0.54,0.75,20.999999999999996
39533,17862,0.54,0.75,20.999999999999996
39535,17863,0.53,0.75,21.999999999999996
39537,17864,0.53,0.75,21.999999999999996
39539,17865,0.54,0.75,20.999999999999996
39649,17917,0.54,0.75,20.999999999999996
39650,17918,0.54,0.75,20.999999999999996
39651,17919,0.54,0.75,20.999999999999996
39653,17920,0.54,0.75,20.999999999999996
39828,18009,0.54,0.75,20.999999999999996
39832,18010,0.54,0.75,20.999999999999996
41579,18874,0.54,0.75,20.999999999999996
41582,18875,0.53,0.75,21.999999999999996
41584,18876,0.54,0.75,20.999999999999996
41585,18877,0.54,0.75,20.999999999999996
41588,18878,0.54,0.75,20.999999999999996
41713,18937,0.54,0.75,20.999999999999996
41765,18961,0.54,0.75,20.999999999999996
41767,18962,0.53,0.75,21.999999999999996
41770,18963,0.53,0.75,21.999999999999996
41772,18964,0.54,0.75,20.999999999999996
41773,18965,0.54,0.75,20.999999999999996
41775,18966,0.54,0.75,20.999999999999996
42695,19420,0.54,0.75,20.999999999999996
42696,19421,0.54,0.75,20.999999999999996
42701,19424,0.54,0.75,20.999999999999996
42706,19427,0.54,0.75,20.999999999999996
42707,19428,0.54,0.75,20.999999999999996
42709,19429,0.54,0.75,20.999999999999996
42712,19430,0.54,0.75,20.999999999999996
42714,19431,0.54,0.75,20.999999999999996
42879,19512,0.54,0.75,20.999999999999996
42880,19513,0.53,0.75,21.999999999999996
42881,19514,0.54,0.75,20.999999999999996
42962,19551,0.54,0.75,20.999999999999996
42963,19552,0.54,0.75,20.999999999999996
42968,19554,0.54,0.75,20.999999999999996
42969,19555,0.54,0.75,20.999999999999996
42970,19556,0.53,0.75,21.999999999999996
42972,19557,0.53,0.75,21.999999999999996
42973,19558,0.53,0.75,21.999999999999996
42977,19559,0.54,0.75,20.999999999999996
42979,19561,0.54,0.75,20.999999999999996
42983,19562,0.54,0.75,20.999999999999996
42988,19563,0.54,0.75,20.999999999999996
42991,19564,0.54,0.75,20.999999999999996
42994,19565,0.54,0.75,20.999999999999996
42996,19566,0.54,0.75,20.999999999999996
42999,19567,0.54,0.75,20.999999999999996
43002,19568,0.54,0.75,20.999999999999996
43003,19569,0.53,0.75,21.999999999999996
43005,19570,0.54,0.75,20.999999999999996
43006,19571,0.54,0.75,20.999999999999996
43007,19572,0.54,0.75,20.999999999999996
43034,19585,0.54,0.75,20.999999999999996
43035,19586,0.53,0.75,21.999999999999996
43037,19587,0.53,0.75,21.999999999999996
43038,19588,0.53,0.75,21.999999999999996
43039,19589,0.52,0.75,23.0
43040,19590,0.52,0.75,23.0
43041,19591,0.52,0.75,23.0
43044,19592,0.53,0.75,21.999999999999996
43046,19593,0.53,0.75,21.999999999999996
43047,19594,0.53,0.75,21.999999999999996
43048,19595,0.54,0.75,20.999999999999996
43049,19596,0.53,0.75,21.999999999999996
43052,19597,0.52,0.75,23.0
43053,19598,0.52,0.75,23.0
43058,19599,0.52,0.75,23.0
43060,19600,0.51,0.75,24.0
43061,19601,0.51,0.75,24.0
43064,19602,0.51,0.75,24.0
43065,19603,0.52,0.75,23.0
43066,19604,0.52,0.75,23.0
43067,19605,0.52,0.75,23.0
43071,19606,0.53,0.75,21.999999999999996
43072,19607,0.53,0.75,21.999999999999996
43073,19608,0.52,0.75,23.0
43075,19609,0.52,0.75,23.0
43076,19610,0.52,0.75,23.0
43079,19611,0.53,0.75,21.999999999999996
43080,19612,0.53,0.75,21.999999999999996
43081,19613,0.53,0.75,21.999999999999996
43083,19614,0.53,0.75,21.999999999999996
43085,19615,0.53,0.75,21.999999999999996
43086,19616,0.52,0.75,23.0
43087,19617,0.51,0.75,24.0
43091,19618,0.51,0.75,24.0
43095,19619,0.5,0.75,25.0
43097,19620,0.49,0.75,26.0
43098,19621,0.48,0.75,27.0
43100,19622,0.48,0.75,27.0
43102,19623,0.48,0.75,27.0
43103,19624,0.49,0.75,26.0
43104,19625,0.49,0.75,26.0
43105,19626,0.5,0.75,25.0
43109,19627,0.51,0.75,24.0
43111,19628,0.52,0.75,23.0
43113,19629,0.52,0.75,23.0
43114,19630,0.52,0.75,23.0
43120,19631,0.53,0.75,21.999999999999996
43123,19632,0.53,0.75,21.999999999999996
43125,19633,0.54,0.75,20.999999999999996
43127,19634,0.54,0.75,20.999999999999996
44993,20582,0.54,0.75,20.999999999999996
44994,20583,0.53,0.75,21.999999999999996
44995,20584,0.54,0.75,20.999999999999996
44996,20585,0.53,0.75,21.999999999999996
44997,20586,0.52,0.75,23.0
44999,20587,0.53,0.75,21.999999999999996
45000,20588,0.53,0.75,21.999999999999996
45003,20589,0.54,0.75,20.999999999999996
45007,20590,0.54,0.75,20.999999999999996
45008,20591,0.54,0.75,20.999999999999996
45063,20614,0.54,0.75,20.999999999999996
45065,20615,0.54,0.75,20.999999999999996
45067,20616,0.53,0.75,21.999999999999996
45068,20617,0.52,0.75,23.0
45069,20618,0.52,0.75,23.0
45072,20619,0.52,0.75,23.0
45073,20620,0.53,0.75,21.999999999999996
45075,20621,0.53,0.75,21.999999999999996
45078,20622,0.54,0.75,20.999999999999996
45080,20623,0.54,0.75,20.999999999999996
46052,21104,0.57,0.77,20.000000000000007
46055,21105,0.57,0.77,20.000000000000007
46056,21106,0.57,0.77,20.000000000000007
46681,21425,0.57,0.77,20.000000000000007
46684,21426,0.57,0.77,20.000000000000007
46699,21435,0.57,0.77,20.000000000000007
46701,21436,0.57,0.77,20.000000000000007
46704,21437,0.56,0.77,20.999999999999996
46707,21438,0.55,0.77,21.999999999999996
46710,21439,0.54,0.77,23.0
46712,21440,0.53,0.77,24.0
46716,21441,0.54,0.77,23.0
46717,21442,0.55,0.77,21.999999999999996
46720,21443,0.55,0.77,21.999999999999996
46721,21444,0.54,0.77,23.0
46725,21445,0.53,0.77,24.0
46726,21446,0.53,0.77,24.0
46729,21447,0.54,0.77,23.0
46733,21448,0.54,0.77,23.0
46734,21449,0.55,0.77,21.999999999999996
46737,21450,0.55,0.77,21.999999999999996
46738,21451,0.55,0.77,21.999999999999996
46740,21452,0.54,0.77,23.0
46742,21453,0.54,0.77,23.0
46745,21454,0.55,0.77,21.999999999999996
46746,21455,0.55,0.77,21.999999999999996
46747,21456,0.55,0.77,21.999999999999996
46748,21457,0.55,0.77,21.999999999999996
46750,21458,0.54,0.77,23.0
46752,21459,0.55,0.77,21.999999999999996
46754,21460,0.54,0.77,23.0
46755,21461,0.53,0.77,24.0
46756,21462,0.53,0.77,24.0
46757,21463,0.53,0.77,24.0
46758,21464,0.52,0.77,25.0
46759,21465,0.51,0.77,26.0
46760,21466,0.51,0.77,26.0
46763,21467,0.5,0.77,27.0
46765,21468,0.51,0.77,26.0
46766,21469,0.52,0.77,25.0
46770,21470,0.52,0.77,25.0
46773,21471,0.52,0.77,25.0
46776,21472,0.52,0.77,25.0
46777,21473,0.52,0.77,25.0
46778,21474,0.52,0.77,25.0
46781,21475,0.52,0.77,25.0
46782,21476,0.53,0.77,24.0
46783,21477,0.54,0.77,23.0
46786,21478,0.54,0.77,23.0
46788,21479,0.54,0.77,23.0
46790,21480,0.53,0.77,24.0
46792,21481,0.52,0.77,25.0
46793,21482,0.53,0.77,24.0
46794,21483,0.52,0.77,25.0
46796,21484,0.53,0.77,24.0
46799,21485,0.53,0.77,24.0
46801,21486,0.52,0.77,25.0
46804,21487,0.52,0.77,25.0
46807,21488,0.53,0.77,24.0
46808,21489,0.53,0.77,24.0
46811,21490,0.54,0.77,23.0
46813,21491,0.53,0.77,24.0
46815,21492,0.52,0.77,25.0
46816,21493,0.52,0.77,25.0
46817,21494,0.51,0.77,26.0
46820,21495,0.52,0.77,25.0
46824,21496,0.53,0.77,24.0
46828,21497,0.54,0.77,23.0
46830,21498,0.54,0.77,23.0
46833,21499,0.55,0.77,21.999999999999996
46834,21500,0.55,0.77,21.999999999999996
46837,21501,0.56,0.77,20.999999999999996
46841,21502,0.56,0.77,20.999999999999996
46845,21503,0.56,0.77,20.999999999999996
46846,21504,0.57,0.77,20.000000000000007
46849,21505,0.57,0.77,20.000000000000007
46857,21507,0.57,0.77,20.000000000000007
46859,21508,0.57,0.77,20.000000000000007
46860,21509,0.57,0.77,20.000000000000007
46862,21510,0.57,0.77,20.000000000000007
47403,21775,0.57,0.77,20.000000000000007
47405,21776,0.57,0.77,20.000000000000007
47413,21780,0.57,0.77,20.000000000000007
47415,21781,0.57,0.77,20.000000000000007
47416,21782,0.56,0.77,20.999999999999996
47417,21783,0.55,0.77,21.999999999999996
47420,21784,0.55,0.77,21.999999999999996
47424,21785,0.55,0.77,21.999999999999996
47426,21786,0.55,0.77,21.999999999999996
47427,21787,0.54,0.77,23.0
47430,21788,0.55,0.77,21.999999999999996
47431,21789,0.54,0.77,23.0
47432,21790,0.53,0.77,24.0
47434,21791,0.54,0.77,23.0
47438,21792,0.54,0.77,23.0
47441,21793,0.55,0.77,21.999999999999996
47443,21794,0.55,0.77,21.999999999999996
47444,21795,0.54,0.77,23.0
47447,21796,0.54,0.77,23.0
47448,21797,0.54,0.77,23.0
47449,21798,0.53,0.77,24.0
47452,21799,0.53,0.77,24.0
47454,21800,0.54,0.77,23.0
47457,21801,0.54,0.77,23.0
47460,21802,0.54,0.77,23.0
47463,21803,0.53,0.77,24.0
47464,21804,0.53,0.77,24.0
47465,21805,0.53,0.77,24.0
47466,21806,0.52,0.77,25.0
47468,21807,0.51,0.77,26.0
47469,21808,0.5,0.77,27.0
47471,21809,0.49,0.77,28.000000000000004
47472,21810,0.48,0.77,29.000000000000004
47473,21811,0.47,0.77,30.000000000000004
47475,21812,0.46,0.77,31.0
47479,21813,0.46,0.77,31.0
47481,21814,0.46,0.77,31.0
47484,21815,0.47,0.77,30.000000000000004
47487,21816,0.47,0.77,30.000000000000004
47489,21817,0.47,0.77,30.000000000000004
47490,21818,0.47,0.77,30.000000000000004
47491,21819,0.47,0.77,30.000000000000004
47493,21820,0.47,0.77,30.000000000000004
47496,21821,0.47,0.77,30.000000000000004
47499,21822,0.47,0.77,30.000000000000004
47503,21823,0.47,0.77,30.000000000000004
47504,21824,0.47,0.77,30.000000000000004
47506,21825,0.48,0.77,29.000000000000004
47508,21826,0.48,0.77,29.000000000000004
47509,21827,0.48,0.77,29.000000000000004
47510,21828,0.49,0.77,28.000000000000004
47513,21829,0.5,0.77,27.0
47515,21830,0.51,0.77,26.0
47517,21831,0.5,0.77,27.0
47519,21832,0.51,0.77,26.0
47523,21833,0.51,0.77,26.0
47524,21834,0.51,0.77,26.0
47525,21835,0.5,0.77,27.0
47526,21836,0.51,0.77,26.0
47529,21837,0.52,0.77,25.0
47530,21838,0.51,0.77,26.0
47533,21839,0.51,0.77,26.0
47536,21840,0.52,0.77,25.0
47538,21841,0.52,0.77,25.0
47539,21842,0.51,0.77,26.0
47542,21843,0.51,0.77,26.0
47543,21844,0.51,0.77,26.0
47545,21845,0.5,0.77,27.0
47547,21846,0.5,0.77,27.0
47548,21847,0.5,0.77,27.0
47550,21848,0.51,0.77,26.0
47552,21849,0.52,0.77,25.0
47555,21850,0.52,0.77,25.0
