step,episode,current_rate,drop_pct,peak_rate,incident_id
144789,68979,0.7,30.000000000000004,1.0,111
144790,68980,0.71,29.000000000000004,1.0,111
144794,68981,0.71,29.000000000000004,1.0,111
144796,68982,0.71,29.000000000000004,1.0,111
144797,68983,0.71,29.000000000000004,1.0,111
144799,68984,0.71,29.000000000000004,1.0,111
144802,68985,0.71,29.000000000000004,1.0,111
144803,68986,0.7,30.000000000000004,1.0,111
144805,68987,0.7,30.000000000000004,1.0,111
144808,68988,0.7,30.000000000000004,1.0,111
144812,68989,0.7,30.000000000000004,1.0,111
144813,68990,0.71,29.000000000000004,1.0,111
144815,68991,0.7,30.000000000000004,1.0,111
144816,68992,0.7,30.000000000000004,1.0,111
144817,68993,0.69,31.000000000000007,1.0,111
144820,68994,0.7,30.000000000000004,1.0,111
144822,68995,0.71,29.000000000000004,1.0,111
144823,68996,0.71,29.000000000000004,1.0,111
144825,68997,0.72,28.000000000000004,1.0,111
144826,68998,0.72,28.000000000000004,1.0,111
144827,68999,0.71,29.000000000000004,1.0,111
144828,69000,0.71,29.000000000000004,1.0,111
144829,69001,0.71,29.000000000000004,1.0,111
144831,69002,0.71,29.000000000000004,1.0,111
144832,69003,0.71,29.000000000000004,1.0,111
144833,69004,0.7,30.000000000000004,1.0,111
144835,69005,0.71,29.000000000000004,1.0,111
144836,69006,0.7,30.000000000000004,1.0,111
144837,69007,0.7,30.000000000000004,1.0,111
144841,69008,0.7,30.000000000000004,1.0,111
144845,69009,0.71,29.000000000000004,1.0,111
144847,69010,0.7,30.000000000000004,1.0,111
144848,69011,0.7,30.000000000000004,1.0,111
144849,69012,0.7,30.000000000000004,1.0,111
144853,69013,0.7,30.000000000000004,1.0,111
144855,69014,0.69,31.000000000000007,1.0,111
144858,69015,0.69,31.000000000000007,1.0,111
144859,69016,0.69,31.000000000000007,1.0,111
144860,69017,0.69,31.000000000000007,1.0,111
144863,69018,0.68,31.999999999999996,1.0,111
144864,69019,0.68,31.999999999999996,1.0,111
144867,69020,0.68,31.999999999999996,1.0,111
144869,69021,0.68,31.999999999999996,1.0,111
144872,69022,0.69,31.000000000000007,1.0,111
144873,69023,0.68,31.999999999999996,1.0,111
144875,69024,0.69,31.000000000000007,1.0,111
144880,69025,0.69,31.000000000000007,1.0,111
144883,69026,0.7,30.000000000000004,1.0,111
144885,69027,0.71,29.000000000000004,1.0,111
144887,69028,0.72,28.000000000000004,1.0,111
144891,69029,0.73,27.0,1.0,111
144894,69030,0.73,27.0,1.0,111
144896,69031,0.72,28.000000000000004,1.0,111
144899,69032,0.72,28.000000000000004,1.0,111
144901,69033,0.71,29.000000000000004,1.0,111
144903,69034,0.7,30.000000000000004,1.0,111
144906,69035,0.7,30.000000000000004,1.0,111
144907,69036,0.7,30.000000000000004,1.0,111
144911,69037,0.7,30.000000000000004,1.0,111
144912,69038,0.7,30.000000000000004,1.0,111
144914,69039,0.71,29.000000000000004,1.0,111
144915,69040,0.72,28.000000000000004,1.0,111
144917,69041,0.71,29.000000000000004,1.0,111
144918,69042,0.72,28.000000000000004,1.0,111
144921,69043,0.72,28.000000000000004,1.0,111
144925,69044,0.72,28.000000000000004,1.0,111
144930,69045,0.72,28.000000000000004,1.0,111
144932,69046,0.71,29.000000000000004,1.0,111
144934,69047,0.71,29.000000000000004,1.0,111
144936,69048,0.71,29.000000000000004,1.0,111
144938,69049,0.71,29.000000000000004,1.0,111
144941,69050,0.72,28.000000000000004,1.0,111
144942,69051,0.71,29.000000000000004,1.0,111
144943,69052,0.71,29.000000000000004,1.0,111
144944,69053,0.71,29.000000000000004,1.0,111
144947,69054,0.71,29.000000000000004,1.0,111
144950,69055,0.72,28.000000000000004,1.0,111
144952,69056,0.71,29.000000000000004,1.0,111
144956,69057,0.71,29.000000000000004,1.0,111
144959,69058,0.72,28.000000000000004,1.0,111
144961,69059,0.72,28.000000000000004,1.0,111
144963,69060,0.72,28.000000000000004,1.0,111
144966,69061,0.71,29.000000000000004,1.0,111
144968,69062,0.7,30.000000000000004,1.0,111
144971,69063,0.7,30.000000000000004,1.0,111
144972,69064,0.7,30.000000000000004,1.0,111
144976,69065,0.7,30.000000000000004,1.0,111
144979,69066,0.69,31.000000000000007,1.0,111
144981,69067,0.69,31.000000000000007,1.0,111
144982,69068,0.69,31.000000000000007,1.0,111
144983,69069,0.69,31.000000000000007,1.0,111
144984,69070,0.69,31.000000000000007,1.0,111
144987,69071,0.69,31.000000000000007,1.0,111
144990,69072,0.69,31.000000000000007,1.0,111
144991,69073,0.69,31.000000000000007,1.0,111
144993,69074,0.68,31.999999999999996,1.0,111
144995,69075,0.67,32.99999999999999,1.0,111
144998,69076,0.67,32.99999999999999,1.0,111
145001,69077,0.67,32.99999999999999,1.0,111
145003,69078,0.67,32.99999999999999,1.0,111
145005,69079,0.67,32.99999999999999,1.0,111
145008,69080,0.67,32.99999999999999,1.0,111
145011,69081,0.67,32.99999999999999,1.0,111
145013,69082,0.67,32.99999999999999,1.0,111
145014,69083,0.67,32.99999999999999,1.0,111
145016,69084,0.66,34.0,1.0,111
145018,69085,0.65,35.0,1.0,111
145020,69086,0.66,34.0,1.0,111
145021,69087,0.66,34.0,1.0,111
145022,69088,0.66,34.0,1.0,111
145023,69089,0.65,35.0,1.0,111
145024,69090,0.65,35.0,1.0,111
145025,69091,0.65,35.0,1.0,111
145027,69092,0.64,36.0,1.0,111
145030,69093,0.64,36.0,1.0,111
145031,69094,0.64,36.0,1.0,111
145032,69095,0.63,37.0,1.0,111
145034,69096,0.63,37.0,1.0,111
145035,69097,0.62,38.0,1.0,111
145037,69098,0.62,38.0,1.0,111
145040,69099,0.62,38.0,1.0,111
145042,69100,0.62,38.0,1.0,111
145045,69101,0.62,38.0,1.0,111
145046,69102,0.63,37.0,1.0,111
145047,69103,0.62,38.0,1.0,111
145049,69104,0.63,37.0,1.0,111
145051,69105,0.62,38.0,1.0,111
145055,69106,0.63,37.0,1.0,111
145057,69107,0.64,36.0,1.0,111
145058,69108,0.63,37.0,1.0,111
145059,69109,0.62,38.0,1.0,111
145060,69110,0.63,37.0,1.0,111
145061,69111,0.64,36.0,1.0,111
145063,69112,0.65,35.0,1.0,111
145065,69113,0.65,35.0,1.0,111
145067,69114,0.66,34.0,1.0,111
145068,69115,0.66,34.0,1.0,111
145070,69116,0.66,34.0,1.0,111
145072,69117,0.66,34.0,1.0,111
145073,69118,0.67,32.99999999999999,1.0,111
145074,69119,0.66,34.0,1.0,111
145077,69120,0.66,34.0,1.0,111
145079,69121,0.66,34.0,1.0,111
145080,69122,0.65,35.0,1.0,111
145085,69123,0.66,34.0,1.0,111
145086,69124,0.66,34.0,1.0,111
145087,69125,0.66,34.0,1.0,111
145088,69126,0.66,34.0,1.0,111
145089,69127,0.65,35.0,1.0,111
145090,69128,0.65,35.0,1.0,111
145092,69129,0.65,35.0,1.0,111
145093,69130,0.64,36.0,1.0,111
145095,69131,0.64,36.0,1.0,111
145096,69132,0.64,36.0,1.0,111
145100,69133,0.65,35.0,1.0,111
145103,69134,0.66,34.0,1.0,111
145105,69135,0.66,34.0,1.0,111
145107,69136,0.66,34.0,1.0,111
145110,69137,0.66,34.0,1.0,111
145111,69138,0.67,32.99999999999999,1.0,111
145113,69139,0.66,34.0,1.0,111
145118,69140,0.66,34.0,1.0,111
145120,69141,0.67,32.99999999999999,1.0,111
145123,69142,0.66,34.0,1.0,111
145126,69143,0.65,35.0,1.0,111
145127,69144,0.65,35.0,1.0,111
145130,69145,0.65,35.0,1.0,111
145132,69146,0.66,34.0,1.0,111
145134,69147,0.65,35.0,1.0,111
145136,69148,0.64,36.0,1.0,111
145138,69149,0.63,37.0,1.0,111
145140,69150,0.62,38.0,1.0,111
145141,69151,0.62,38.0,1.0,111
145142,69152,0.63,37.0,1.0,111
145145,69153,0.63,37.0,1.0,111
145146,69154,0.64,36.0,1.0,111
145148,69155,0.64,36.0,1.0,111
145150,69156,0.65,35.0,1.0,111
145151,69157,0.65,35.0,1.0,111
145156,69158,0.65,35.0,1.0,111
145158,69159,0.65,35.0,1.0,111
145159,69160,0.65,35.0,1.0,111
145162,69161,0.65,35.0,1.0,111
145165,69162,0.65,35.0,1.0,111
145167,69163,0.64,36.0,1.0,111
145171,69164,0.64,36.0,1.0,111
145174,69165,0.64,36.0,1.0,111
145177,69166,0.65,35.0,1.0,111
145179,69167,0.64,36.0,1.0,111
145181,69168,0.64,36.0,1.0,111
145186,69169,0.64,36.0,1.0,111
145187,69170,0.63,37.0,1.0,111
145188,69171,0.63,37.0,1.0,111
145190,69172,0.62,38.0,1.0,111
145193,69173,0.62,38.0,1.0,111
145195,69174,0.63,37.0,1.0,111
145197,69175,0.64,36.0,1.0,111
145198,69176,0.64,36.0,1.0,111
145201,69177,0.64,36.0,1.0,111
145202,69178,0.64,36.0,1.0,111
145204,69179,0.64,36.0,1.0,111
145205,69180,0.64,36.0,1.0,111
145206,69181,0.64,36.0,1.0,111
145207,69182,0.64,36.0,1.0,111
145209,69183,0.64,36.0,1.0,111
145211,69184,0.64,36.0,1.0,111
145216,69185,0.65,35.0,1.0,111
145220,69186,0.65,35.0,1.0,111
145222,69187,0.66,34.0,1.0,111
145225,69188,0.65,35.0,1.0,111
145228,69189,0.66,34.0,1.0,111
145230,69190,0.65,35.0,1.0,111
145232,69191,0.65,35.0,1.0,111
145235,69192,0.66,34.0,1.0,111
145236,69193,0.67,32.99999999999999,1.0,111
145237,69194,0.67,32.99999999999999,1.0,111
145239,69195,0.67,32.99999999999999,1.0,111
145240,69196,0.66,34.0,1.0,111
145243,69197,0.67,32.99999999999999,1.0,111
145245,69198,0.68,31.999999999999996,1.0,111
145247,69199,0.68,31.999999999999996,1.0,111
145250,69200,0.68,31.999999999999996,1.0,111
145254,69201,0.67,32.99999999999999,1.0,111
145255,69202,0.67,32.99999999999999,1.0,111
145256,69203,0.68,31.999999999999996,1.0,111
145258,69204,0.68,31.999999999999996,1.0,111
145259,69205,0.68,31.999999999999996,1.0,111
145262,69206,0.67,32.99999999999999,1.0,111
145263,69207,0.67,32.99999999999999,1.0,111
145265,69208,0.68,31.999999999999996,1.0,111
145267,69209,0.69,31.000000000000007,1.0,111
145268,69210,0.69,31.000000000000007,1.0,111
145269,69211,0.69,31.000000000000007,1.0,111
145270,69212,0.68,31.999999999999996,1.0,111
145272,69213,0.68,31.999999999999996,1.0,111
145273,69214,0.68,31.999999999999996,1.0,111
145275,69215,0.68,31.999999999999996,1.0,111
145277,69216,0.67,32.99999999999999,1.0,111
145279,69217,0.66,34.0,1.0,111
145281,69218,0.65,35.0,1.0,111
145282,69219,0.66,34.0,1.0,111
145283,69220,0.65,35.0,1.0,111
145286,69221,0.65,35.0,1.0,111
145291,69222,0.66,34.0,1.0,111
145293,69223,0.66,34.0,1.0,111
145295,69224,0.66,34.0,1.0,111
145300,69225,0.66,34.0,1.0,111
145303,69226,0.65,35.0,1.0,111
145304,69227,0.66,34.0,1.0,111
145306,69228,0.65,35.0,1.0,111
145308,69229,0.65,35.0,1.0,111
145309,69230,0.66,34.0,1.0,111
145311,69231,0.66,34.0,1.0,111
145313,69232,0.65,35.0,1.0,111
145315,69233,0.65,35.0,1.0,111
145316,69234,0.65,35.0,1.0,111
145318,69235,0.64,36.0,1.0,111
145321,69236,0.64,36.0,1.0,111
145323,69237,0.64,36.0,1.0,111
145325,69238,0.64,36.0,1.0,111
145328,69239,0.65,35.0,1.0,111
145330,69240,0.64,36.0,1.0,111
145331,69241,0.64,36.0,1.0,111
145332,69242,0.65,35.0,1.0,111
145333,69243,0.65,35.0,1.0,111
145334,69244,0.65,35.0,1.0,111
145336,69245,0.65,35.0,1.0,111
145338,69246,0.64,36.0,1.0,111
145340,69247,0.65,35.0,1.0,111
145342,69248,0.66,34.0,1.0,111
145343,69249,0.66,34.0,1.0,111
145346,69250,0.67,32.99999999999999,1.0,111
145348,69251,0.67,32.99999999999999,1.0,111
145349,69252,0.67,32.99999999999999,1.0,111
145352,69253,0.67,32.99999999999999,1.0,111
145354,69254,0.67,32.99999999999999,1.0,111
145355,69255,0.67,32.99999999999999,1.0,111
145356,69256,0.67,32.99999999999999,1.0,111
145358,69257,0.67,32.99999999999999,1.0,111
145362,69258,0.67,32.99999999999999,1.0,111
145364,69259,0.68,31.999999999999996,1.0,111
145366,69260,0.68,31.999999999999996,1.0,111
145370,69261,0.69,31.000000000000007,1.0,111
145372,69262,0.7,30.000000000000004,1.0,111
145375,69263,0.71,29.000000000000004,1.0,111
145378,69264,0.7,30.000000000000004,1.0,111
145379,69265,0.7,30.000000000000004,1.0,111
145381,69266,0.7,30.000000000000004,1.0,111
145382,69267,0.7,30.000000000000004,1.0,111
145384,69268,0.71,29.000000000000004,1.0,111
145386,69269,0.71,29.000000000000004,1.0,111
145389,69270,0.72,28.000000000000004,1.0,111
145393,69271,0.72,28.000000000000004,1.0,111
145395,69272,0.72,28.000000000000004,1.0,111
145398,69273,0.72,28.000000000000004,1.0,111
145400,69274,0.72,28.000000000000004,1.0,111
145403,69275,0.72,28.000000000000004,1.0,111
145405,69276,0.72,28.000000000000004,1.0,111
145408,69277,0.72,28.000000000000004,1.0,111
145411,69278,0.71,29.000000000000004,1.0,111
145413,69279,0.71,29.000000000000004,1.0,111
145417,69280,0.71,29.000000000000004,1.0,111
145420,69281,0.71,29.000000000000004,1.0,111
145422,69282,0.7,30.000000000000004,1.0,111
145425,69283,0.7,30.000000000000004,1.0,111
145426,69284,0.71,29.000000000000004,1.0,111
145428,69285,0.7,30.000000000000004,1.0,111
145429,69286,0.69,31.000000000000007,1.0,111
145432,69287,0.69,31.000000000000007,1.0,111
145433,69288,0.7,30.000000000000004,1.0,111
145434,69289,0.7,30.000000000000004,1.0,111
145435,69290,0.7,30.000000000000004,1.0,111
145437,69291,0.71,29.000000000000004,1.0,111
145438,69292,0.7,30.000000000000004,1.0,111
145439,69293,0.7,30.000000000000004,1.0,111
145440,69294,0.7,30.000000000000004,1.0,111
145443,69295,0.7,30.000000000000004,1.0,111
145446,69296,0.71,29.000000000000004,1.0,111
145447,69297,0.7,30.000000000000004,1.0,111
145450,69298,0.7,30.000000000000004,1.0,111
145453,69299,0.7,30.000000000000004,1.0,111
145456,69300,0.7,30.000000000000004,1.0,111
145458,69301,0.71,29.000000000000004,1.0,111
145459,69302,0.71,29.000000000000004,1.0,111
145463,69303,0.7,30.000000000000004,1.0,111
145465,69304,0.7,30.000000000000004,1.0,111
145466,69305,0.71,29.000000000000004,1.0,111
145468,69306,0.72,28.000000000000004,1.0,111
145471,69307,0.72,28.000000000000004,1.0,111
145476,69308,0.72,28.000000000000004,1.0,111
145477,69309,0.72,28.000000000000004,1.0,111
145478,69310,0.71,29.000000000000004,1.0,111
145480,69311,0.71,29.000000000000004,1.0,111
145482,69312,0.72,28.000000000000004,1.0,111
145484,69313,0.72,28.000000000000004,1.0,111
145488,69314,0.72,28.000000000000004,1.0,111
145490,69315,0.72,28.000000000000004,1.0,111
145491,69316,0.73,27.0,1.0,111
145493,69317,0.74,26.0,1.0,111
145494,69318,0.75,25.0,1.0,111
145495,69319,0.75,25.0,1.0,111
145496,69320,0.75,25.0,1.0,111
145497,69321,0.75,25.0,1.0,111
145498,69322,0.75,25.0,1.0,111
145500,69323,0.75,25.0,1.0,111
145501,69324,0.75,25.0,1.0,111
145505,69325,0.75,25.0,1.0,111
145506,69326,0.75,25.0,1.0,111
145509,69327,0.75,25.0,1.0,111
145510,69328,0.76,24.0,1.0,111
145511,69329,0.75,25.0,1.0,111
145513,69330,0.74,26.0,1.0,111
145514,69331,0.75,25.0,1.0,111
145517,69332,0.76,24.0,1.0,111
145521,69333,0.76,24.0,1.0,111
145522,69334,0.75,25.0,1.0,111
145524,69335,0.76,24.0,1.0,111
145527,69336,0.76,24.0,1.0,111
145529,69337,0.76,24.0,1.0,111
145530,69338,0.76,24.0,1.0,111
145531,69339,0.75,25.0,1.0,111
145533,69340,0.76,24.0,1.0,111
145535,69341,0.76,24.0,1.0,111
145536,69342,0.76,24.0,1.0,111
145538,69343,0.77,23.0,1.0,111
145541,69344,0.76,24.0,1.0,111
145543,69345,0.76,24.0,1.0,111
145544,69346,0.77,23.0,1.0,111
145545,69347,0.76,24.0,1.0,111
145546,69348,0.75,25.0,1.0,111
145547,69349,0.75,25.0,1.0,111
145548,69350,0.75,25.0,1.0,111
145551,69351,0.76,24.0,1.0,111
145552,69352,0.75,25.0,1.0,111
145557,69353,0.75,25.0,1.0,111
145559,69354,0.75,25.0,1.0,111
145560,69355,0.74,26.0,1.0,111
145563,69356,0.74,26.0,1.0,111
145565,69357,0.73,27.0,1.0,111
145567,69358,0.73,27.0,1.0,111
145568,69359,0.72,28.000000000000004,1.0,111
145569,69360,0.71,29.000000000000004,1.0,111
145571,69361,0.71,29.000000000000004,1.0,111
145572,69362,0.7,30.000000000000004,1.0,111
145573,69363,0.7,30.000000000000004,1.0,111
145574,69364,0.71,29.000000000000004,1.0,111
145575,69365,0.71,29.000000000000004,1.0,111
145577,69366,0.71,29.000000000000004,1.0,111
145579,69367,0.72,28.000000000000004,1.0,111
145581,69368,0.72,28.000000000000004,1.0,111
145583,69369,0.71,29.000000000000004,1.0,111
145585,69370,0.71,29.000000000000004,1.0,111
145589,69371,0.71,29.000000000000004,1.0,111
145592,69372,0.72,28.000000000000004,1.0,111
145593,69373,0.71,29.000000000000004,1.0,111
145595,69374,0.7,30.000000000000004,1.0,111
145599,69375,0.7,30.000000000000004,1.0,111
145602,69376,0.69,31.000000000000007,1.0,111
145603,69377,0.68,31.999999999999996,1.0,111
145605,69378,0.69,31.000000000000007,1.0,111
145607,69379,0.69,31.000000000000007,1.0,111
145610,69380,0.69,31.000000000000007,1.0,111
145613,69381,0.69,31.000000000000007,1.0,111
145616,69382,0.7,30.000000000000004,1.0,111
145617,69383,0.7,30.000000000000004,1.0,111
145622,69384,0.7,30.000000000000004,1.0,111
145623,69385,0.7,30.000000000000004,1.0,111
145627,69386,0.71,29.000000000000004,1.0,111
145630,69387,0.71,29.000000000000004,1.0,111
145631,69388,0.71,29.000000000000004,1.0,111
145632,69389,0.71,29.000000000000004,1.0,111
145635,69390,0.72,28.000000000000004,1.0,111
145637,69391,0.72,28.000000000000004,1.0,111
145639,69392,0.73,27.0,1.0,111
145642,69393,0.73,27.0,1.0,111
145643,69394,0.73,27.0,1.0,111
145644,69395,0.74,26.0,1.0,111
145646,69396,0.74,26.0,1.0,111
145647,69397,0.74,26.0,1.0,111
145648,69398,0.74,26.0,1.0,111
145651,69399,0.75,25.0,1.0,111
145653,69400,0.75,25.0,1.0,111
145655,69401,0.75,25.0,1.0,111
145656,69402,0.75,25.0,1.0,111
145658,69403,0.75,25.0,1.0,111
145660,69404,0.75,25.0,1.0,111
145664,69405,0.75,25.0,1.0,111
145665,69406,0.75,25.0,1.0,111
145667,69407,0.75,25.0,1.0,111
145669,69408,0.75,25.0,1.0,111
145670,69409,0.75,25.0,1.0,111
145671,69410,0.75,25.0,1.0,111
145672,69411,0.74,26.0,1.0,111
145673,69412,0.74,26.0,1.0,111
145677,69413,0.74,26.0,1.0,111
145679,69414,0.74,26.0,1.0,111
145684,69415,0.74,26.0,1.0,111
145686,69416,0.73,27.0,1.0,111
145688,69417,0.72,28.000000000000004,1.0,111
145693,69418,0.72,28.000000000000004,1.0,111
145694,69419,0.71,29.000000000000004,1.0,111
145697,69420,0.72,28.000000000000004,1.0,111
145698,69421,0.72,28.000000000000004,1.0,111
145702,69422,0.72,28.000000000000004,1.0,111
145704,69423,0.72,28.000000000000004,1.0,111
145706,69424,0.72,28.000000000000004,1.0,111
145707,69425,0.72,28.000000000000004,1.0,111
145709,69426,0.73,27.0,1.0,111
145711,69427,0.72,28.000000000000004,1.0,111
145712,69428,0.72,28.000000000000004,1.0,111
145713,69429,0.72,28.000000000000004,1.0,111
145716,69430,0.73,27.0,1.0,111
145717,69431,0.72,28.000000000000004,1.0,111
145719,69432,0.72,28.000000000000004,1.0,111
145721,69433,0.72,28.000000000000004,1.0,111
145724,69434,0.73,27.0,1.0,111
145725,69435,0.73,27.0,1.0,111
145726,69436,0.72,28.000000000000004,1.0,111
145728,69437,0.72,28.000000000000004,1.0,111
145731,69438,0.72,28.000000000000004,1.0,111
145733,69439,0.72,28.000000000000004,1.0,111
145735,69440,0.72,28.000000000000004,1.0,111
145738,69441,0.72,28.000000000000004,1.0,111
145740,69442,0.72,28.000000000000004,1.0,111
145741,69443,0.72,28.000000000000004,1.0,111
145743,69444,0.73,27.0,1.0,111
145746,69445,0.72,28.000000000000004,1.0,111
145747,69446,0.72,28.000000000000004,1.0,111
145749,69447,0.73,27.0,1.0,111
145751,69448,0.74,26.0,1.0,111
145752,69449,0.75,25.0,1.0,111
145754,69450,0.75,25.0,1.0,111
145756,69451,0.75,25.0,1.0,111
145758,69452,0.76,24.0,1.0,111
145760,69453,0.75,25.0,1.0,111
145761,69454,0.75,25.0,1.0,111
145762,69455,0.76,24.0,1.0,111
145766,69456,0.76,24.0,1.0,111
145768,69457,0.77,23.0,1.0,111
145771,69458,0.77,23.0,1.0,111
145774,69459,0.78,21.999999999999996,1.0,111
145775,69460,0.79,20.999999999999996,1.0,111
145778,69461,0.79,20.999999999999996,1.0,111
145787,69466,0.79,20.999999999999996,1.0,111
145789,69467,0.78,21.999999999999996,1.0,111
145791,69468,0.77,23.0,1.0,111
145792,69469,0.78,21.999999999999996,1.0,111
145794,69470,0.78,21.999999999999996,1.0,111
145799,69471,0.78,21.999999999999996,1.0,111
145800,69472,0.78,21.999999999999996,1.0,111
145801,69473,0.79,20.999999999999996,1.0,111
145834,69489,0.79,20.999999999999996,1.0,112
145835,69490,0.78,21.999999999999996,1.0,112
145836,69491,0.77,23.0,1.0,112
145837,69492,0.76,24.0,1.0,112
145840,69493,0.76,24.0,1.0,112
145842,69494,0.75,25.0,1.0,112
145843,69495,0.75,25.0,1.0,112
145844,69496,0.74,26.0,1.0,112
145845,69497,0.75,25.0,1.0,112
145847,69498,0.74,26.0,1.0,112
145848,69499,0.74,26.0,1.0,112
145850,69500,0.74,26.0,1.0,112
145853,69501,0.74,26.0,1.0,112
145854,69502,0.74,26.0,1.0,112
145859,69503,0.75,25.0,1.0,112
145860,69504,0.74,26.0,1.0,112
145861,69505,0.74,26.0,1.0,112
145862,69506,0.73,27.0,1.0,112
145865,69507,0.73,27.0,1.0,112
145867,69508,0.73,27.0,1.0,112
145868,69509,0.72,28.000000000000004,1.0,112
145869,69510,0.73,27.0,1.0,112
145873,69511,0.74,26.0,1.0,112
145874,69512,0.73,27.0,1.0,112
145876,69513,0.73,27.0,1.0,112
145878,69514,0.73,27.0,1.0,112
145880,69515,0.73,27.0,1.0,112
145881,69516,0.74,26.0,1.0,112
145882,69517,0.74,26.0,1.0,112
145884,69518,0.74,26.0,1.0,112
145886,69519,0.75,25.0,1.0,112
145890,69520,0.75,25.0,1.0,112
145892,69521,0.74,26.0,1.0,112
145896,69522,0.74,26.0,1.0,112
145899,69523,0.74,26.0,1.0,112
145901,69524,0.74,26.0,1.0,112
145902,69525,0.73,27.0,1.0,112
145903,69526,0.73,27.0,1.0,112
145905,69527,0.74,26.0,1.0,112
145906,69528,0.73,27.0,1.0,112
145907,69529,0.74,26.0,1.0,112
145910,69530,0.73,27.0,1.0,112
145911,69531,0.74,26.0,1.0,112
145914,69532,0.74,26.0,1.0,112
145915,69533,0.74,26.0,1.0,112
145917,69534,0.74,26.0,1.0,112
145920,69535,0.74,26.0,1.0,112
145923,69536,0.74,26.0,1.0,112
145926,69537,0.74,26.0,1.0,112
145927,69538,0.74,26.0,1.0,112
145929,69539,0.75,25.0,1.0,112
145931,69540,0.74,26.0,1.0,112
145934,69541,0.74,26.0,1.0,112
145935,69542,0.74,26.0,1.0,112
145938,69543,0.74,26.0,1.0,112
145940,69544,0.73,27.0,1.0,112
145943,69545,0.73,27.0,1.0,112
145946,69546,0.73,27.0,1.0,112
145948,69547,0.73,27.0,1.0,112
145950,69548,0.73,27.0,1.0,112
145952,69549,0.73,27.0,1.0,112
145955,69550,0.73,27.0,1.0,112
145956,69551,0.73,27.0,1.0,112
145958,69552,0.72,28.000000000000004,1.0,112
145959,69553,0.73,27.0,1.0,112
145961,69554,0.73,27.0,1.0,112
145965,69555,0.73,27.0,1.0,112
145967,69556,0.73,27.0,1.0,112
145970,69557,0.73,27.0,1.0,112
145974,69558,0.72,28.000000000000004,1.0,112
145975,69559,0.72,28.000000000000004,1.0,112
145976,69560,0.72,28.000000000000004,1.0,112
145980,69561,0.72,28.000000000000004,1.0,112
145983,69562,0.72,28.000000000000004,1.0,112
145985,69563,0.72,28.000000000000004,1.0,112
145988,69564,0.72,28.000000000000004,1.0,112
145992,69565,0.72,28.000000000000004,1.0,112
145993,69566,0.72,28.000000000000004,1.0,112
145994,69567,0.73,27.0,1.0,112
145995,69568,0.73,27.0,1.0,112
145999,69569,0.73,27.0,1.0,112
146001,69570,0.73,27.0,1.0,112
146002,69571,0.72,28.000000000000004,1.0,112
146006,69572,0.72,28.000000000000004,1.0,112
146007,69573,0.72,28.000000000000004,1.0,112
146011,69574,0.72,28.000000000000004,1.0,112
146012,69575,0.71,29.000000000000004,1.0,112
146013,69576,0.71,29.000000000000004,1.0,112
146014,69577,0.71,29.000000000000004,1.0,112
146015,69578,0.7,30.000000000000004,1.0,112
146018,69579,0.71,29.000000000000004,1.0,112
146019,69580,0.72,28.000000000000004,1.0,112
146021,69581,0.72,28.000000000000004,1.0,112
146023,69582,0.71,29.000000000000004,1.0,112
146024,69583,0.71,29.000000000000004,1.0,112
146026,69584,0.71,29.000000000000004,1.0,112
146027,69585,0.71,29.000000000000004,1.0,112
146028,69586,0.71,29.000000000000004,1.0,112
146031,69587,0.71,29.000000000000004,1.0,112
146034,69588,0.7,30.000000000000004,1.0,112
146035,69589,0.71,29.000000000000004,1.0,112
146038,69590,0.72,28.000000000000004,1.0,112
146042,69591,0.73,27.0,1.0,112
146044,69592,0.74,26.0,1.0,112
146045,69593,0.74,26.0,1.0,112
146047,69594,0.74,26.0,1.0,112
146049,69595,0.73,27.0,1.0,112
146051,69596,0.73,27.0,1.0,112
146052,69597,0.73,27.0,1.0,112
146053,69598,0.74,26.0,1.0,112
146055,69599,0.74,26.0,1.0,112
146056,69600,0.74,26.0,1.0,112
146058,69601,0.74,26.0,1.0,112
146059,69602,0.74,26.0,1.0,112
146060,69603,0.73,27.0,1.0,112
146065,69604,0.74,26.0,1.0,112
146069,69605,0.74,26.0,1.0,112
146071,69606,0.74,26.0,1.0,112
146073,69607,0.74,26.0,1.0,112
146074,69608,0.74,26.0,1.0,112
146079,69609,0.75,25.0,1.0,112
146080,69610,0.75,25.0,1.0,112
146081,69611,0.75,25.0,1.0,112
146082,69612,0.75,25.0,1.0,112
146083,69613,0.75,25.0,1.0,112
146086,69614,0.75,25.0,1.0,112
146087,69615,0.74,26.0,1.0,112
146088,69616,0.74,26.0,1.0,112
146090,69617,0.75,25.0,1.0,112
146092,69618,0.75,25.0,1.0,112
146095,69619,0.75,25.0,1.0,112
146098,69620,0.75,25.0,1.0,112
146101,69621,0.76,24.0,1.0,112
146105,69622,0.76,24.0,1.0,112
146106,69623,0.76,24.0,1.0,112
146109,69624,0.76,24.0,1.0,112
146111,69625,0.77,23.0,1.0,112
146112,69626,0.77,23.0,1.0,112
146115,69627,0.76,24.0,1.0,112
146117,69628,0.77,23.0,1.0,112
146119,69629,0.76,24.0,1.0,112
146120,69630,0.77,23.0,1.0,112
146121,69631,0.77,23.0,1.0,112
146124,69632,0.77,23.0,1.0,112
146126,69633,0.77,23.0,1.0,112
146127,69634,0.77,23.0,1.0,112
146128,69635,0.76,24.0,1.0,112
146130,69636,0.77,23.0,1.0,112
