step,episode,current_rate,drop_pct,peak_rate,incident_id
80340,37588,0.74,26.0,1.0,64
80342,37589,0.74,26.0,1.0,64
80345,37590,0.75,25.0,1.0,64
80350,37591,0.75,25.0,1.0,64
80351,37592,0.75,25.0,1.0,64
80352,37593,0.76,24.0,1.0,64
80355,37594,0.77,23.0,1.0,64
80356,37595,0.77,23.0,1.0,64
80357,37596,0.77,23.0,1.0,64
80358,37597,0.77,23.0,1.0,64
80362,37598,0.77,23.0,1.0,64
80364,37599,0.77,23.0,1.0,64
80365,37600,0.76,24.0,1.0,64
80366,37601,0.76,24.0,1.0,64
80368,37602,0.75,25.0,1.0,64
80370,37603,0.75,25.0,1.0,64
80372,37604,0.74,26.0,1.0,64
80375,37605,0.74,26.0,1.0,64
80376,37606,0.74,26.0,1.0,64
80377,37607,0.74,26.0,1.0,64
80380,37608,0.75,25.0,1.0,64
80381,37609,0.74,26.0,1.0,64
80384,37610,0.73,27.0,1.0,64
80387,37611,0.73,27.0,1.0,64
80389,37612,0.73,27.0,1.0,64
80390,37613,0.73,27.0,1.0,64
80393,37614,0.73,27.0,1.0,64
80396,37615,0.73,27.0,1.0,64
80400,37616,0.73,27.0,1.0,64
80402,37617,0.74,26.0,1.0,64
80404,37618,0.74,26.0,1.0,64
80407,37619,0.74,26.0,1.0,64
80409,37620,0.75,25.0,1.0,64
80410,37621,0.74,26.0,1.0,64
80413,37622,0.74,26.0,1.0,64
80415,37623,0.75,25.0,1.0,64
80418,37624,0.76,24.0,1.0,64
80419,37625,0.76,24.0,1.0,64
80423,37626,0.76,24.0,1.0,64
80426,37627,0.75,25.0,1.0,64
80431,37628,0.76,24.0,1.0,64
80432,37629,0.76,24.0,1.0,64
80436,37630,0.77,23.0,1.0,64
80438,37631,0.78,21.999999999999996,1.0,64
80441,37632,0.78,21.999999999999996,1.0,64
80443,37633,0.79,20.999999999999996,1.0,64
80445,37634,0.79,20.999999999999996,1.0,64
80446,37635,0.79,20.999999999999996,1.0,64
80447,37636,0.79,20.999999999999996,1.0,64
80449,37637,0.78,21.999999999999996,1.0,64
80450,37638,0.77,23.0,1.0,64
80451,37639,0.77,23.0,1.0,64
80452,37640,0.77,23.0,1.0,64
80456,37641,0.77,23.0,1.0,64
80460,37642,0.78,21.999999999999996,1.0,64
80463,37643,0.77,23.0,1.0,64
80464,37644,0.76,24.0,1.0,64
80465,37645,0.76,24.0,1.0,64
80466,37646,0.76,24.0,1.0,64
80469,37647,0.76,24.0,1.0,64
80471,37648,0.77,23.0,1.0,64
80472,37649,0.78,21.999999999999996,1.0,64
80474,37650,0.78,21.999999999999996,1.0,64
80475,37651,0.78,21.999999999999996,1.0,64
80476,37652,0.77,23.0,1.0,64
80477,37653,0.76,24.0,1.0,64
80478,37654,0.76,24.0,1.0,64
80480,37655,0.75,25.0,1.0,64
80482,37656,0.75,25.0,1.0,64
80485,37657,0.74,26.0,1.0,64
80487,37658,0.74,26.0,1.0,64
80489,37659,0.73,27.0,1.0,64
80490,37660,0.73,27.0,1.0,64
80491,37661,0.73,27.0,1.0,64
80494,37662,0.74,26.0,1.0,64
80496,37663,0.73,27.0,1.0,64
80497,37664,0.73,27.0,1.0,64
80499,37665,0.72,28.000000000000004,1.0,64
80500,37666,0.72,28.000000000000004,1.0,64
80503,37667,0.73,27.0,1.0,64
80505,37668,0.73,27.0,1.0,64
80507,37669,0.73,27.0,1.0,64
80508,37670,0.73,27.0,1.0,64
80510,37671,0.73,27.0,1.0,64
80512,37672,0.73,27.0,1.0,64
80515,37673,0.73,27.0,1.0,64
80517,37674,0.74,26.0,1.0,64
80518,37675,0.74,26.0,1.0,64
80519,37676,0.73,27.0,1.0,64
80521,37677,0.72,28.000000000000004,1.0,64
80524,37678,0.72,28.000000000000004,1.0,64
80526,37679,0.72,28.000000000000004,1.0,64
80529,37680,0.73,27.0,1.0,64
80530,37681,0.72,28.000000000000004,1.0,64
80534,37682,0.72,28.000000000000004,1.0,64
80536,37683,0.72,28.000000000000004,1.0,64
80537,37684,0.71,29.000000000000004,1.0,64
80541,37685,0.71,29.000000000000004,1.0,64
80542,37686,0.72,28.000000000000004,1.0,64
80545,37687,0.72,28.000000000000004,1.0,64
80547,37688,0.71,29.000000000000004,1.0,64
80548,37689,0.7,30.000000000000004,1.0,64
80549,37690,0.7,30.000000000000004,1.0,64
80552,37691,0.7,30.000000000000004,1.0,64
80554,37692,0.7,30.000000000000004,1.0,64
80557,37693,0.7,30.000000000000004,1.0,64
80559,37694,0.69,31.000000000000007,1.0,64
80560,37695,0.68,31.999999999999996,1.0,64
80562,37696,0.68,31.999999999999996,1.0,64
80567,37697,0.68,31.999999999999996,1.0,64
80569,37698,0.68,31.999999999999996,1.0,64
80571,37699,0.67,32.99999999999999,1.0,64
80573,37700,0.67,32.99999999999999,1.0,64
80576,37701,0.67,32.99999999999999,1.0,64
80577,37702,0.67,32.99999999999999,1.0,64
80579,37703,0.67,32.99999999999999,1.0,64
80582,37704,0.68,31.999999999999996,1.0,64
80583,37705,0.68,31.999999999999996,1.0,64
80586,37706,0.68,31.999999999999996,1.0,64
80588,37707,0.69,31.000000000000007,1.0,64
80592,37708,0.69,31.000000000000007,1.0,64
80595,37709,0.7,30.000000000000004,1.0,64
80597,37710,0.71,29.000000000000004,1.0,64
80599,37711,0.71,29.000000000000004,1.0,64
80600,37712,0.7,30.000000000000004,1.0,64
80602,37713,0.69,31.000000000000007,1.0,64
80606,37714,0.69,31.000000000000007,1.0,64
80607,37715,0.69,31.000000000000007,1.0,64
80609,37716,0.7,30.000000000000004,1.0,64
80610,37717,0.69,31.000000000000007,1.0,64
80611,37718,0.69,31.000000000000007,1.0,64
80612,37719,0.69,31.000000000000007,1.0,64
80615,37720,0.69,31.000000000000007,1.0,64
80616,37721,0.7,30.000000000000004,1.0,64
80618,37722,0.69,31.000000000000007,1.0,64
80619,37723,0.69,31.000000000000007,1.0,64
80622,37724,0.68,31.999999999999996,1.0,64
80623,37725,0.68,31.999999999999996,1.0,64
80626,37726,0.68,31.999999999999996,1.0,64
80629,37727,0.69,31.000000000000007,1.0,64
80632,37728,0.69,31.000000000000007,1.0,64
80635,37729,0.69,31.000000000000007,1.0,64
80638,37730,0.69,31.000000000000007,1.0,64
80642,37731,0.69,31.000000000000007,1.0,64
80644,37732,0.68,31.999999999999996,1.0,64
80647,37733,0.68,31.999999999999996,1.0,64
80649,37734,0.68,31.999999999999996,1.0,64
80650,37735,0.68,31.999999999999996,1.0,64
80651,37736,0.68,31.999999999999996,1.0,64
80652,37737,0.69,31.000000000000007,1.0,64
80655,37738,0.7,30.000000000000004,1.0,64
80657,37739,0.7,30.000000000000004,1.0,64
80659,37740,0.7,30.000000000000004,1.0,64
80660,37741,0.7,30.000000000000004,1.0,64
80661,37742,0.69,31.000000000000007,1.0,64
80664,37743,0.7,30.000000000000004,1.0,64
80667,37744,0.71,29.000000000000004,1.0,64
80668,37745,0.71,29.000000000000004,1.0,64
80669,37746,0.72,28.000000000000004,1.0,64
80670,37747,0.71,29.000000000000004,1.0,64
80671,37748,0.7,30.000000000000004,1.0,64
80673,37749,0.7,30.000000000000004,1.0,64
80676,37750,0.71,29.000000000000004,1.0,64
80678,37751,0.7,30.000000000000004,1.0,64
80681,37752,0.71,29.000000000000004,1.0,64
80686,37753,0.72,28.000000000000004,1.0,64
80687,37754,0.71,29.000000000000004,1.0,64
80689,37755,0.72,28.000000000000004,1.0,64
80692,37756,0.71,29.000000000000004,1.0,64
80693,37757,0.72,28.000000000000004,1.0,64
80695,37758,0.72,28.000000000000004,1.0,64
80697,37759,0.73,27.0,1.0,64
80698,37760,0.73,27.0,1.0,64
80700,37761,0.72,28.000000000000004,1.0,64
80702,37762,0.71,29.000000000000004,1.0,64
80704,37763,0.72,28.000000000000004,1.0,64
80708,37764,0.72,28.000000000000004,1.0,64
80711,37765,0.72,28.000000000000004,1.0,64
80713,37766,0.72,28.000000000000004,1.0,64
80715,37767,0.72,28.000000000000004,1.0,64
80718,37768,0.71,29.000000000000004,1.0,64
80719,37769,0.7,30.000000000000004,1.0,64
80724,37770,0.7,30.000000000000004,1.0,64
80726,37771,0.7,30.000000000000004,1.0,64
80728,37772,0.7,30.000000000000004,1.0,64
80729,37773,0.7,30.000000000000004,1.0,64
80731,37774,0.69,31.000000000000007,1.0,64
80733,37775,0.69,31.000000000000007,1.0,64
80735,37776,0.7,30.000000000000004,1.0,64
80738,37777,0.71,29.000000000000004,1.0,64
80739,37778,0.71,29.000000000000004,1.0,64
80741,37779,0.71,29.000000000000004,1.0,64
80743,37780,0.7,30.000000000000004,1.0,64
80746,37781,0.71,29.000000000000004,1.0,64
80751,37782,0.71,29.000000000000004,1.0,64
80753,37783,0.7,30.000000000000004,1.0,64
80755,37784,0.71,29.000000000000004,1.0,64
80756,37785,0.7,30.000000000000004,1.0,64
80757,37786,0.7,30.000000000000004,1.0,64
80761,37787,0.7,30.000000000000004,1.0,64
80762,37788,0.7,30.000000000000004,1.0,64
80763,37789,0.7,30.000000000000004,1.0,64
80764,37790,0.7,30.000000000000004,1.0,64
80766,37791,0.69,31.000000000000007,1.0,64
80768,37792,0.69,31.000000000000007,1.0,64
80769,37793,0.68,31.999999999999996,1.0,64
80772,37794,0.69,31.000000000000007,1.0,64
80774,37795,0.7,30.000000000000004,1.0,64
80778,37796,0.7,30.000000000000004,1.0,64
80780,37797,0.7,30.000000000000004,1.0,64
80782,37798,0.7,30.000000000000004,1.0,64
80783,37799,0.7,30.000000000000004,1.0,64
80786,37800,0.71,29.000000000000004,1.0,64
80789,37801,0.71,29.000000000000004,1.0,64
80790,37802,0.71,29.000000000000004,1.0,64
80791,37803,0.7,30.000000000000004,1.0,64
80792,37804,0.7,30.000000000000004,1.0,64
80795,37805,0.7,30.000000000000004,1.0,64
80798,37806,0.7,30.000000000000004,1.0,64
80799,37807,0.7,30.000000000000004,1.0,64
80800,37808,0.7,30.000000000000004,1.0,64
80801,37809,0.69,31.000000000000007,1.0,64
80804,37810,0.69,31.000000000000007,1.0,64
80805,37811,0.69,31.000000000000007,1.0,64
80806,37812,0.7,30.000000000000004,1.0,64
80807,37813,0.71,29.000000000000004,1.0,64
80811,37814,0.71,29.000000000000004,1.0,64
80812,37815,0.7,30.000000000000004,1.0,64
80814,37816,0.7,30.000000000000004,1.0,64
80815,37817,0.71,29.000000000000004,1.0,64
80816,37818,0.71,29.000000000000004,1.0,64
80819,37819,0.71,29.000000000000004,1.0,64
80820,37820,0.7,30.000000000000004,1.0,64
80823,37821,0.7,30.000000000000004,1.0,64
80827,37822,0.7,30.000000000000004,1.0,64
80829,37823,0.69,31.000000000000007,1.0,64
80831,37824,0.7,30.000000000000004,1.0,64
80834,37825,0.7,30.000000000000004,1.0,64
80837,37826,0.7,30.000000000000004,1.0,64
80840,37827,0.7,30.000000000000004,1.0,64
80843,37828,0.7,30.000000000000004,1.0,64
80844,37829,0.69,31.000000000000007,1.0,64
80846,37830,0.68,31.999999999999996,1.0,64
80848,37831,0.67,32.99999999999999,1.0,64
80851,37832,0.68,31.999999999999996,1.0,64
80854,37833,0.67,32.99999999999999,1.0,64
80858,37834,0.67,32.99999999999999,1.0,64
80861,37835,0.66,34.0,1.0,64
80865,37836,0.66,34.0,1.0,64
80869,37837,0.66,34.0,1.0,64
80870,37838,0.66,34.0,1.0,64
80871,37839,0.66,34.0,1.0,64
80873,37840,0.66,34.0,1.0,64
80876,37841,0.66,34.0,1.0,64
80879,37842,0.67,32.99999999999999,1.0,64
80880,37843,0.66,34.0,1.0,64
80883,37844,0.66,34.0,1.0,64
80885,37845,0.67,32.99999999999999,1.0,64
80886,37846,0.66,34.0,1.0,64
80887,37847,0.66,34.0,1.0,64
80889,37848,0.66,34.0,1.0,64
80890,37849,0.65,35.0,1.0,64
80892,37850,0.64,36.0,1.0,64
80893,37851,0.65,35.0,1.0,64
80896,37852,0.64,36.0,1.0,64
80898,37853,0.63,37.0,1.0,64
80899,37854,0.63,37.0,1.0,64
80902,37855,0.63,37.0,1.0,64
80903,37856,0.64,36.0,1.0,64
80905,37857,0.64,36.0,1.0,64
80906,37858,0.64,36.0,1.0,64
80907,37859,0.64,36.0,1.0,64
80909,37860,0.64,36.0,1.0,64
80911,37861,0.65,35.0,1.0,64
80912,37862,0.66,34.0,1.0,64
80915,37863,0.66,34.0,1.0,64
80918,37864,0.66,34.0,1.0,64
80919,37865,0.66,34.0,1.0,64
80922,37866,0.66,34.0,1.0,64
80923,37867,0.65,35.0,1.0,64
80926,37868,0.65,35.0,1.0,64
80929,37869,0.66,34.0,1.0,64
80931,37870,0.66,34.0,1.0,64
80933,37871,0.66,34.0,1.0,64
80938,37872,0.67,32.99999999999999,1.0,64
80941,37873,0.67,32.99999999999999,1.0,64
80942,37874,0.68,31.999999999999996,1.0,64
80943,37875,0.68,31.999999999999996,1.0,64
80946,37876,0.67,32.99999999999999,1.0,64
80948,37877,0.67,32.99999999999999,1.0,64
80949,37878,0.67,32.99999999999999,1.0,64
80950,37879,0.66,34.0,1.0,64
80951,37880,0.67,32.99999999999999,1.0,64
80953,37881,0.66,34.0,1.0,64
80956,37882,0.66,34.0,1.0,64
80957,37883,0.67,32.99999999999999,1.0,64
80958,37884,0.67,32.99999999999999,1.0,64
80960,37885,0.68,31.999999999999996,1.0,64
80962,37886,0.68,31.999999999999996,1.0,64
80963,37887,0.67,32.99999999999999,1.0,64
80966,37888,0.68,31.999999999999996,1.0,64
80967,37889,0.68,31.999999999999996,1.0,64
80970,37890,0.68,31.999999999999996,1.0,64
80971,37891,0.68,31.999999999999996,1.0,64
80973,37892,0.67,32.99999999999999,1.0,64
80974,37893,0.67,32.99999999999999,1.0,64
80975,37894,0.66,34.0,1.0,64
80976,37895,0.66,34.0,1.0,64
80978,37896,0.66,34.0,1.0,64
80979,37897,0.66,34.0,1.0,64
80981,37898,0.66,34.0,1.0,64
80984,37899,0.67,32.99999999999999,1.0,64
80986,37900,0.67,32.99999999999999,1.0,64
80988,37901,0.67,32.99999999999999,1.0,64
80990,37902,0.68,31.999999999999996,1.0,64
80992,37903,0.69,31.000000000000007,1.0,64
80995,37904,0.69,31.000000000000007,1.0,64
80996,37905,0.68,31.999999999999996,1.0,64
80998,37906,0.68,31.999999999999996,1.0,64
80999,37907,0.68,31.999999999999996,1.0,64
81001,37908,0.68,31.999999999999996,1.0,64
81003,37909,0.69,31.000000000000007,1.0,64
81005,37910,0.69,31.000000000000007,1.0,64
81006,37911,0.69,31.000000000000007,1.0,64
81007,37912,0.68,31.999999999999996,1.0,64
81014,37913,0.68,31.999999999999996,1.0,64
81015,37914,0.68,31.999999999999996,1.0,64
81019,37915,0.69,31.000000000000007,1.0,64
81022,37916,0.69,31.000000000000007,1.0,64
81023,37917,0.69,31.000000000000007,1.0,64
81024,37918,0.68,31.999999999999996,1.0,64
81025,37919,0.68,31.999999999999996,1.0,64
81029,37920,0.69,31.000000000000007,1.0,64
81030,37921,0.68,31.999999999999996,1.0,64
81033,37922,0.69,31.000000000000007,1.0,64
81034,37923,0.69,31.000000000000007,1.0,64
81035,37924,0.68,31.999999999999996,1.0,64
81037,37925,0.67,32.99999999999999,1.0,64
81039,37926,0.67,32.99999999999999,1.0,64
81042,37927,0.67,32.99999999999999,1.0,64
81045,37928,0.66,34.0,1.0,64
81047,37929,0.67,32.99999999999999,1.0,64
81048,37930,0.68,31.999999999999996,1.0,64
81049,37931,0.68,31.999999999999996,1.0,64
81050,37932,0.67,32.99999999999999,1.0,64
81051,37933,0.67,32.99999999999999,1.0,64
81053,37934,0.67,32.99999999999999,1.0,64
81054,37935,0.68,31.999999999999996,1.0,64
81055,37936,0.67,32.99999999999999,1.0,64
81056,37937,0.66,34.0,1.0,64
81058,37938,0.65,35.0,1.0,64
81061,37939,0.65,35.0,1.0,64
81063,37940,0.65,35.0,1.0,64
81064,37941,0.65,35.0,1.0,64
81065,37942,0.64,36.0,1.0,64
81066,37943,0.64,36.0,1.0,64
81069,37944,0.64,36.0,1.0,64
81070,37945,0.63,37.0,1.0,64
81072,37946,0.64,36.0,1.0,64
81074,37947,0.65,35.0,1.0,64
81075,37948,0.65,35.0,1.0,64
81078,37949,0.65,35.0,1.0,64
81083,37950,0.66,34.0,1.0,64
81086,37951,0.66,34.0,1.0,64
81087,37952,0.67,32.99999999999999,1.0,64
81088,37953,0.68,31.999999999999996,1.0,64
81091,37954,0.69,31.000000000000007,1.0,64
81092,37955,0.68,31.999999999999996,1.0,64
81094,37956,0.68,31.999999999999996,1.0,64
81097,37957,0.68,31.999999999999996,1.0,64
81101,37958,0.67,32.99999999999999,1.0,64
81103,37959,0.66,34.0,1.0,64
81105,37960,0.66,34.0,1.0,64
81106,37961,0.65,35.0,1.0,64
81108,37962,0.65,35.0,1.0,64
81111,37963,0.64,36.0,1.0,64
81113,37964,0.63,37.0,1.0,64
81115,37965,0.64,36.0,1.0,64
81117,37966,0.64,36.0,1.0,64
81118,37967,0.64,36.0,1.0,64
81120,37968,0.65,35.0,1.0,64
81121,37969,0.65,35.0,1.0,64
81122,37970,0.65,35.0,1.0,64
81125,37971,0.65,35.0,1.0,64
81126,37972,0.65,35.0,1.0,64
81127,37973,0.65,35.0,1.0,64
81128,37974,0.65,35.0,1.0,64
81130,37975,0.65,35.0,1.0,64
81131,37976,0.66,34.0,1.0,64
81133,37977,0.65,35.0,1.0,64
81134,37978,0.65,35.0,1.0,64
81135,37979,0.66,34.0,1.0,64
81136,37980,0.66,34.0,1.0,64
81139,37981,0.66,34.0,1.0,64
81140,37982,0.66,34.0,1.0,64
81141,37983,0.65,35.0,1.0,64
81142,37984,0.64,36.0,1.0,64
81147,37985,0.64,36.0,1.0,64
81151,37986,0.64,36.0,1.0,64
81153,37987,0.64,36.0,1.0,64
81154,37988,0.64,36.0,1.0,64
81157,37989,0.65,35.0,1.0,64
81159,37990,0.65,35.0,1.0,64
81162,37991,0.66,34.0,1.0,64
81164,37992,0.67,32.99999999999999,1.0,64
81167,37993,0.68,31.999999999999996,1.0,64
81170,37994,0.69,31.000000000000007,1.0,64
81174,37995,0.69,31.000000000000007,1.0,64
81175,37996,0.68,31.999999999999996,1.0,64
81178,37997,0.68,31.999999999999996,1.0,64
81179,37998,0.68,31.999999999999996,1.0,64
81180,37999,0.68,31.999999999999996,1.0,64
81181,38000,0.67,32.99999999999999,1.0,64
81182,38001,0.67,32.99999999999999,1.0,64
81184,38002,0.67,32.99999999999999,1.0,64
81187,38003,0.67,32.99999999999999,1.0,64
81189,38004,0.67,32.99999999999999,1.0,64
81191,38005,0.68,31.999999999999996,1.0,64
81192,38006,0.68,31.999999999999996,1.0,64
81194,38007,0.68,31.999999999999996,1.0,64
81197,38008,0.68,31.999999999999996,1.0,64
81199,38009,0.68,31.999999999999996,1.0,64
81201,38010,0.67,32.99999999999999,1.0,64
81202,38011,0.67,32.99999999999999,1.0,64
81204,38012,0.68,31.999999999999996,1.0,64
81206,38013,0.67,32.99999999999999,1.0,64
81209,38014,0.67,32.99999999999999,1.0,64
81211,38015,0.67,32.99999999999999,1.0,64
81215,38016,0.67,32.99999999999999,1.0,64
81217,38017,0.66,34.0,1.0,64
81218,38018,0.66,34.0,1.0,64
81221,38019,0.66,34.0,1.0,64
81222,38020,0.65,35.0,1.0,64
81225,38021,0.66,34.0,1.0,64
81227,38022,0.65,35.0,1.0,64
81229,38023,0.66,34.0,1.0,64
81231,38024,0.67,32.99999999999999,1.0,64
81234,38025,0.68,31.999999999999996,1.0,64
81236,38026,0.67,32.99999999999999,1.0,64
81239,38027,0.66,34.0,1.0,64
81242,38028,0.67,32.99999999999999,1.0,64
81243,38029,0.67,32.99999999999999,1.0,64
81245,38030,0.67,32.99999999999999,1.0,64
81246,38031,0.67,32.99999999999999,1.0,64
81248,38032,0.68,31.999999999999996,1.0,64
81249,38033,0.68,31.999999999999996,1.0,64
81251,38034,0.68,31.999999999999996,1.0,64
81253,38035,0.68,31.999999999999996,1.0,64
81254,38036,0.69,31.000000000000007,1.0,64
81256,38037,0.69,31.000000000000007,1.0,64
81258,38038,0.7,30.000000000000004,1.0,64
81259,38039,0.69,31.000000000000007,1.0,64
81261,38040,0.69,31.000000000000007,1.0,64
81264,38041,0.69,31.000000000000007,1.0,64
81265,38042,0.69,31.000000000000007,1.0,64
81266,38043,0.69,31.000000000000007,1.0,64
81269,38044,0.69,31.000000000000007,1.0,64
81271,38045,0.7,30.000000000000004,1.0,64
81273,38046,0.69,31.000000000000007,1.0,64
81277,38047,0.69,31.000000000000007,1.0,64
81278,38048,0.69,31.000000000000007,1.0,64
81279,38049,0.69,31.000000000000007,1.0,64
81282,38050,0.69,31.000000000000007,1.0,64
81284,38051,0.69,31.000000000000007,1.0,64
81285,38052,0.69,31.000000000000007,1.0,64
81288,38053,0.69,31.000000000000007,1.0,64
81289,38054,0.69,31.000000000000007,1.0,64
81292,38055,0.69,31.000000000000007,1.0,64
81293,38056,0.68,31.999999999999996,1.0,64
81295,38057,0.68,31.999999999999996,1.0,64
81296,38058,0.68,31.999999999999996,1.0,64
81301,38059,0.69,31.000000000000007,1.0,64
81302,38060,0.69,31.000000000000007,1.0,64
81304,38061,0.7,30.000000000000004,1.0,64
81307,38062,0.7,30.000000000000004,1.0,64
81312,38063,0.7,30.000000000000004,1.0,64
81314,38064,0.71,29.000000000000004,1.0,64
81317,38065,0.71,29.000000000000004,1.0,64
81318,38066,0.71,29.000000000000004,1.0,64
81319,38067,0.72,28.000000000000004,1.0,64
81324,38068,0.72,28.000000000000004,1.0,64
81327,38069,0.72,28.000000000000004,1.0,64
81329,38070,0.72,28.000000000000004,1.0,64
81330,38071,0.71,29.000000000000004,1.0,64
81333,38072,0.71,29.000000000000004,1.0,64
81334,38073,0.7,30.000000000000004,1.0,64
81338,38074,0.7,30.000000000000004,1.0,64
81340,38075,0.7,30.000000000000004,1.0,64
81342,38076,0.69,31.000000000000007,1.0,64
81344,38077,0.7,30.000000000000004,1.0,64
81346,38078,0.69,31.000000000000007,1.0,64
81348,38079,0.69,31.000000000000007,1.0,64
81349,38080,0.69,31.000000000000007,1.0,64
81351,38081,0.69,31.000000000000007,1.0,64
81353,38082,0.69,31.000000000000007,1.0,64
81357,38083,0.7,30.000000000000004,1.0,64
81359,38084,0.71,29.000000000000004,1.0,64
81360,38085,0.71,29.000000000000004,1.0,64
81364,38086,0.71,29.000000000000004,1.0,64
81366,38087,0.72,28.000000000000004,1.0,64
81367,38088,0.72,28.000000000000004,1.0,64
81371,38089,0.72,28.000000000000004,1.0,64
81372,38090,0.72,28.000000000000004,1.0,64
81374,38091,0.71,29.000000000000004,1.0,64
81375,38092,0.71,29.000000000000004,1.0,64
81379,38093,0.71,29.000000000000004,1.0,64
81382,38094,0.71,29.000000000000004,1.0,64
81383,38095,0.71,29.000000000000004,1.0,64
81387,38096,0.72,28.000000000000004,1.0,64
81389,38097,0.72,28.000000000000004,1.0,64
81392,38098,0.72,28.000000000000004,1.0,64
81394,38099,0.72,28.000000000000004,1.0,64
81398,38100,0.73,27.0,1.0,64
81401,38101,0.73,27.0,1.0,64
81403,38102,0.72,28.000000000000004,1.0,64
81406,38103,0.72,28.000000000000004,1.0,64
81407,38104,0.72,28.000000000000004,1.0,64
81408,38105,0.72,28.000000000000004,1.0,64
81412,38106,0.72,28.000000000000004,1.0,64
81416,38107,0.72,28.000000000000004,1.0,64
81418,38108,0.72,28.000000000000004,1.0,64
81419,38109,0.71,29.000000000000004,1.0,64
81423,38110,0.72,28.000000000000004,1.0,64
81426,38111,0.72,28.000000000000004,1.0,64
81427,38112,0.72,28.000000000000004,1.0,64
81429,38113,0.73,27.0,1.0,64
81430,38114,0.73,27.0,1.0,64
81431,38115,0.73,27.0,1.0,64
81433,38116,0.73,27.0,1.0,64
81438,38117,0.74,26.0,1.0,64
81441,38118,0.75,25.0,1.0,64
81443,38119,0.75,25.0,1.0,64
81444,38120,0.75,25.0,1.0,64
81448,38121,0.75,25.0,1.0,64
81450,38122,0.75,25.0,1.0,64
81451,38123,0.74,26.0,1.0,64
81453,38124,0.74,26.0,1.0,64
81455,38125,0.74,26.0,1.0,64
81456,38126,0.74,26.0,1.0,64
81459,38127,0.75,25.0,1.0,64
81463,38128,0.75,25.0,1.0,64
81464,38129,0.74,26.0,1.0,64
81468,38130,0.74,26.0,1.0,64
81471,38131,0.75,25.0,1.0,64
81476,38132,0.75,25.0,1.0,64
81477,38133,0.76,24.0,1.0,64
81478,38134,0.76,24.0,1.0,64
81479,38135,0.75,25.0,1.0,64
81480,38136,0.75,25.0,1.0,64
81481,38137,0.75,25.0,1.0,64
81483,38138,0.75,25.0,1.0,64
81485,38139,0.75,25.0,1.0,64
81486,38140,0.75,25.0,1.0,64
81491,38141,0.75,25.0,1.0,64
81492,38142,0.76,24.0,1.0,64
81494,38143,0.76,24.0,1.0,64
81497,38144,0.76,24.0,1.0,64
81498,38145,0.76,24.0,1.0,64
81499,38146,0.77,23.0,1.0,64
81501,38147,0.77,23.0,1.0,64
81504,38148,0.78,21.999999999999996,1.0,64
81508,38149,0.79,20.999999999999996,1.0,64
81509,38150,0.78,21.999999999999996,1.0,64
81513,38151,0.78,21.999999999999996,1.0,64
81515,38152,0.77,23.0,1.0,64
81516,38153,0.76,24.0,1.0,64
81517,38154,0.75,25.0,1.0,64
81519,38155,0.76,24.0,1.0,64
81521,38156,0.76,24.0,1.0,64
81522,38157,0.75,25.0,1.0,64
81523,38158,0.75,25.0,1.0,64
81526,38159,0.75,25.0,1.0,64
81529,38160,0.75,25.0,1.0,64
81532,38161,0.75,25.0,1.0,64
81536,38162,0.75,25.0,1.0,64
81538,38163,0.76,24.0,1.0,64
81540,38164,0.76,24.0,1.0,64
81542,38165,0.75,25.0,1.0,64
81543,38166,0.74,26.0,1.0,64
81544,38167,0.74,26.0,1.0,64
81547,38168,0.73,27.0,1.0,64
81548,38169,0.72,28.000000000000004,1.0,64
81550,38170,0.72,28.000000000000004,1.0,64
81551,38171,0.73,27.0,1.0,64
81553,38172,0.73,27.0,1.0,64
81556,38173,0.74,26.0,1.0,64
81559,38174,0.74,26.0,1.0,64
81563,38175,0.74,26.0,1.0,64
81564,38176,0.75,25.0,1.0,64
81566,38177,0.75,25.0,1.0,64
81568,38178,0.76,24.0,1.0,64
81570,38179,0.75,25.0,1.0,64
81571,38180,0.75,25.0,1.0,64
81574,38181,0.76,24.0,1.0,64
81575,38182,0.76,24.0,1.0,64
81576,38183,0.75,25.0,1.0,64
81579,38184,0.75,25.0,1.0,64
81581,38185,0.75,25.0,1.0,64
81583,38186,0.75,25.0,1.0,64
81584,38187,0.75,25.0,1.0,64
81585,38188,0.75,25.0,1.0,64
81586,38189,0.74,26.0,1.0,64
81588,38190,0.73,27.0,1.0,64
81590,38191,0.74,26.0,1.0,64
81593,38192,0.74,26.0,1.0,64
81595,38193,0.73,27.0,1.0,64
81598,38194,0.73,27.0,1.0,64
81599,38195,0.73,27.0,1.0,64
81601,38196,0.72,28.000000000000004,1.0,64
81602,38197,0.72,28.000000000000004,1.0,64
81604,38198,0.71,29.000000000000004,1.0,64
81606,38199,0.71,29.000000000000004,1.0,64
81610,38200,0.71,29.000000000000004,1.0,64
81614,38201,0.7,30.000000000000004,1.0,64
81615,38202,0.71,29.000000000000004,1.0,64
81617,38203,0.71,29.000000000000004,1.0,64
81619,38204,0.71,29.000000000000004,1.0,64
81622,38205,0.71,29.000000000000004,1.0,64
81624,38206,0.71,29.000000000000004,1.0,64
81627,38207,0.71,29.000000000000004,1.0,64
81629,38208,0.71,29.000000000000004,1.0,64
81632,38209,0.72,28.000000000000004,1.0,64
81634,38210,0.71,29.000000000000004,1.0,64
81638,38211,0.71,29.000000000000004,1.0,64
81639,38212,0.7,30.000000000000004,1.0,64
